show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s7650,Movie,Fire of Journey,David Yamamoto,"Hiroshi Müller, Alice Müller, David García, Martin Smith, Aoi López",Australia,"November 02, 2019",2006,TV-14,67 min,"British TV Shows, Anime Series",A heartwarming story about revenge.
s7651,TV Show,The Golden House,,"Noah Nakamura, Olivier Kim, Kwame Tanaka, Chloé Kim",Japan,"November 29, 2024",2024,TV-14,1 Season,"TV Horror, Sports Movies, Comedies",A hilarious story about friendship.
s7652,Movie,Infinite Kingdom,David Johnson,"Alice Johnson, Maria Yamamoto, Felipe Petit, Aoi Wang",South Korea,"March 30, 2009",2009,TV-14,102 min,"Horror Movies, Comedies",A gripping story about family.
s7653,Movie,Sacred Witness,,"Raj Kim, Olivier Yamamoto, Emma Patel, Hiroshi Tanaka",India,"March 17, 2016",2016,R,117 min,"Romantic Movies, Stand-Up Comedy",A mysterious story about friendship.
s7654,TV Show,The Wild Ocean,"Ravi Kim, Aoi Kim","Fatima Suzuki, Isabella Rossi, Olivier Suzuki, Fatima Rodriguez, Noah Müller, Liam Patel",China,"February 09, 2024",2024,TV-PG,5 Seasons,"Docuseries, TV Dramas, TV Action & Adventure",A hilarious story about family.
s7655,Movie,The Midnight Queen,Maria Martinez,"Fatima Petit, Felipe Rodriguez, Lin Andersen",China,"August 24, 2021",2021,TV-14,114 min,"Sports Movies, Classic Movies, TV Thrillers",A thrilling story about family.
s7656,Movie,Dark Light,Chen Smith,"Amélie López, Noah Müller, Amélie Petit",United Kingdom,"June 02, 2024",2024,TV-MA,122 min,"Korean TV Shows, International Movies",A thrilling story about survival.
s7657,Movie,Stranger: Infinite Mountain,Chen Andersen,"Chloé Silva, James Andersen, Chloé Yamamoto",United States,"June 06, 2021",2021,TV-PG,168 min,"British TV Shows, Thrillers",A mysterious story about adventure.
s7658,Movie,Family: Infinite Friend,Carlos Brown,"Chen Smith, Carlos Suzuki, Chloé Smith, Priya Nakamura, Noah Okonkwo",Australia,"November 09, 2015",2004,R,126 min,"International TV Shows, Dramas",A mysterious story about love.
s7659,Movie,The Dangerous Murder,Ingrid Smith,"Ingrid Petit, Diego Silva, Maria Tanaka, Kwame Rossi",Canada,"December 11, 2013",2013,TV-MA,81 min,"Horror Movies, LGBTQ Movies",A hilarious story about adventure.
s7660,TV Show,Ocean of Shadow,"Liam Tanaka, Carlos Smith","Yuki Smith, Emma Johnson, Amélie López, Emma Khan, Sofia Kumar",Italy,"February 28, 2019",2019,TV-14,1 Season,"Music & Musicals, TV Dramas",A mysterious story about revenge.
s7661,Movie,The Last Stranger,Lin Smith,"Sofia Nakamura, Amélie Rossi, Carlos Müller, Liam Suzuki, Sofia Rodriguez, Chloé Andersen",India,"November 25, 2020",2020,PG-13,106 min,Sports Movies,A thrilling story about survival.
s7662,Movie,Silent Mountain,Aoi Andersen,,France,"June 03, 2019",2019,TV-MA,47 min,"Thrillers, Classic Movies",A thrilling story about family.
s7663,Movie,War of Light,Maria Okonkwo,"James Johnson, Sofia Patel, Chloé Rossi, Ahmed Petit, Camila Okonkwo, Felipe Kim, Isabella Rossi, Liam Kim",United States,"September 07, 2016",2001,TV-Y7,107 min,TV Comedies,A hilarious story about survival.
s7664,Movie,The Forgotten Ocean,Hiroshi Wang,"Liam Wang, Fatima López, Yuki Johnson, Martin Rossi, Fatima Brown","Australia, China","July 12, 2018",2018,PG-13,131 min,"Korean TV Shows, Docuseries",A hilarious story about adventure.
s7665,Movie,The Silent Journey,Fatima Johnson,"Amélie Okonkwo, Ravi Patel, Liam Tanaka, Diego Petit, Priya Petit, James García",India,"June 21, 2023",2023,R,118 min,"Kids' TV, Sports Movies, Horror Movies",A gripping story about adventure.
s7666,Movie,Family of Love,Lin Martinez,"Amélie Nakamura, Aoi Andersen, Hiroshi Kim","Japan, India","January 11, 2024",2024,TV-14,110 min,"Anime Series, International TV Shows, TV Comedies",A heartwarming story about love.
s7667,Movie,Ocean: Secret Murder,Yuki Okonkwo,"Carlos Rossi, Aoi García, Felipe Rossi",France,"April 05, 2020",2017,TV-14,128 min,"Music & Musicals, Docuseries",A gripping story about revenge.
s7668,Movie,Dark Story,Fatima López,"Raj Kim, Diego Müller, Noah Johnson, Chloé Patel, Amélie Khan, Kwame Smith, Ravi Suzuki, Fatima Andersen",Japan,"May 25, 2023",2023,TV-MA,120 min,"Documentaries, Dramas",A hilarious story about revenge.
s7669,Movie,Final Mother,Yuki Suzuki,,United States,"November 25, 2023",1988,R,120 min,"Children & Family Movies, Sports Movies",A heartwarming story about love.
s7670,Movie,House of Revenge,Carlos Martinez,"Amélie Tanaka, Ingrid Petit, Felipe Khan, Aoi Nakamura, Chen Patel, Ravi Wang",Spain,"November 21, 2024",2024,TV-MA,122 min,"Reality TV, Horror Movies",A mysterious story about family.
s7671,Movie,Friend: Forgotten Fire,,"Carlos Okonkwo, Liam Kumar, Amélie Patel, Aoi Rodriguez, Martin Petit, Amélie Tanaka, Diego López",Italy,"March 10, 2008",2007,TV-14,79 min,International Movies,A gripping story about adventure.
s7672,TV Show,Paradise of Story,,"Martin Andersen, Tom López, David Brown, Kwame Petit, James Nakamura, Lin Nakamura","South Korea, United States","January 11, 2022",2022,TV-14,1 Season,"TV Dramas, TV Action & Adventure, LGBTQ Movies",A gripping story about family.
s7673,Movie,Perfect King,Priya Rodriguez,"Maria Brown, Alice Johnson, Alice García",Philippines,"April 06, 2012",2012,TV-MA,115 min,Thrillers,A thrilling story about friendship.
s7674,TV Show,The Secret Dream,"Lin Okonkwo, Tom Yamamoto","Camila Yamamoto, Camila Müller, Felipe Nakamura",France,"January 13, 2024",2024,TV-14,6 Seasons,"Music & Musicals, Classic Movies",A mysterious story about family.
s7675,Movie,House: Broken Mother,Sofia Rodriguez,"Olivier Martinez, Camila Rossi, Priya Kim, Sofia Okonkwo, Chloé Khan, Alice Kumar, Emma Martinez",United States,"February 21, 2014",2014,TV-Y7,127 min,"Horror Movies, Reality TV",A thrilling story about survival.
s7676,TV Show,Deadly Heart,Yuki Kumar,"Priya Rossi, Kwame Martinez, Sofia Müller, Olivier Khan, Yuki Kumar, James Nakamura",United States,"October 11, 2014",2014,PG,3 Seasons,"Children & Family Movies, British TV Shows, Dramas",A gripping story about friendship.
s7677,Movie,Lost Detective,Isabella Smith,"Felipe Andersen, Sofia Tanaka, Aoi López, Maria García, Isabella Smith, Kwame Kim, James Johnson","United States, India, Spain","August 27, 2024",2024,TV-Y7,114 min,"Spanish-Language TV Shows, TV Thrillers, Documentaries",A gripping story about love.
s7678,Movie,The Dark Kingdom,Ravi Martinez,"Noah Petit, Yuki Rodriguez, Raj Petit","United Kingdom, United States","June 08, 2011",2004,TV-MA,105 min,"Korean TV Shows, Independent Movies",A gripping story about revenge.
s7679,Movie,Heart: Deadly Journey,Ahmed Suzuki,"Liam Smith, Sofia Kim, Emma Brown, David Smith, Isabella Wang",South Korea,"January 17, 2012",2009,TV-14,124 min,"International Movies, Anime Series",A hilarious story about adventure.
s7680,Movie,Midnight Fire,,"Chen Suzuki, Carlos Kumar, Ravi Petit",India,"June 20, 2016",2016,TV-14,85 min,"Romantic Movies, International Movies, Action & Adventure",A heartwarming story about adventure.
s7681,Movie,Hidden Friend,James Kim,"Yuki Suzuki, Ingrid Johnson, Liam Smith, Hiroshi García, Raj Yamamoto, Diego Martinez, Ravi Petit, Ahmed Patel",Japan,"July 03, 2023",2011,G,100 min,"International Movies, Reality TV, Action & Adventure",A mysterious story about revenge.
s7682,Movie,Broken Murder,Priya Johnson,"Maria Yamamoto, Ingrid Rossi, Fatima Johnson, Ravi Smith, Lin García",,"June 29, 2019",2019,TV-Y,118 min,"Music & Musicals, TV Comedies",A gripping story about survival.
s7683,Movie,The Midnight Mother,Lin García,"Emma Patel, Hiroshi Patel, Ravi Kumar, Amélie López, Noah Okonkwo, Fatima Wang, Carlos Tanaka, Yuki Yamamoto",Australia,"November 08, 2024",2024,TV-Y7,92 min,"TV Comedies, Reality TV",A thrilling story about friendship.
s7684,Movie,City of Game,Chloé Smith,"Raj Tanaka, Amélie Okonkwo, Tom Johnson, Liam Khan, Martin Nakamura, Aoi Rossi, Maria Tanaka, Isabella Müller",France,"January 24, 2019",1999,TV-MA,109 min,Sports Movies,A hilarious story about friendship.
s7685,Movie,Witness of Family,Noah Suzuki,"Tom Müller, Ingrid Patel, Liam Nakamura, Isabella Wang, Diego Okonkwo, Emma Müller, David Yamamoto","Turkey, India","September 19, 2021",2017,TV-MA,108 min,Stand-Up Comedy,A heartwarming story about friendship.
s7686,Movie,Sacred Murder,Camila Okonkwo,"Chloé Nakamura, Olivier Wang, Priya Nakamura, Raj Petit, Hiroshi Tanaka",Mexico,"October 14, 2018",2017,TV-14,72 min,"Korean TV Shows, Kids' TV, LGBTQ Movies",A heartwarming story about revenge.
s7687,Movie,Murder of Mountain,Ahmed Rodriguez,"Lin Kumar, Ingrid Yamamoto, Martin Okonkwo, Maria Petit, Hiroshi Brown, Fatima Martinez, Aoi Silva",South Korea,"April 05, 2017",2008,TV-PG,129 min,"LGBTQ Movies, International Movies",A heartwarming story about adventure.
s7688,Movie,Light of Paradise,Kwame Kim,"Ravi Yamamoto, Isabella Suzuki, Sofia Petit, Priya Johnson",United States,"December 20, 2022",2014,TV-MA,93 min,Children & Family Movies,A hilarious story about adventure.
s7689,Movie,Hidden City,Ravi Okonkwo,"Kwame Patel, Ahmed Smith, James Kim, Tom Okonkwo, Fatima Smith, Carlos Suzuki","Canada, United States","May 03, 2020",2020,TV-Y7,93 min,"Independent Movies, Sports Movies",A mysterious story about friendship.
s7690,Movie,Fire of War,Fatima Brown,"Ingrid Martinez, Hiroshi Johnson, Lin Okonkwo",United States,"December 23, 2013",2012,TV-Y,113 min,"Anime Series, TV Dramas",A heartwarming story about friendship.
s7691,Movie,Love: Midnight Stranger,Emma Rodriguez,"Chloé Müller, Raj Okonkwo, Martin Smith, Olivier Yamamoto, Liam Silva",South Korea,"April 30, 2015",2015,R,84 min,"TV Thrillers, Independent Movies",A hilarious story about adventure.
s7692,Movie,Story: Beautiful Love,James Kim,"Amélie Nakamura, Ahmed Khan, Ingrid Khan, Sofia Patel",,"February 25, 2015",2002,PG-13,119 min,"British TV Shows, TV Comedies",A thrilling story about friendship.
s7693,Movie,City: Perfect Fire,Hiroshi Martinez,"Hiroshi Rodriguez, Ravi Wang, Chloé Petit, Tom Andersen, Fatima Suzuki, Felipe Rossi",United States,"January 26, 2024",2024,TV-14,118 min,"TV Thrillers, Dramas",A thrilling story about revenge.
s7694,TV Show,Friend: Last King,,"Isabella Suzuki, Martin Kumar, Amélie Johnson, Kwame Patel, Diego Yamamoto, Hiroshi Khan, Camila Suzuki",India,"February 18, 2017",2017,TV-MA,1 Season,"Crime TV Shows, Sci-Fi & Fantasy, TV Comedies",A heartwarming story about family.
s7695,Movie,Beautiful Mother,Lin Suzuki,"Tom Tanaka, Martin Johnson, Noah Wang, Olivier Wang",United Kingdom,"March 05, 2021",2021,TV-Y7,156 min,"Stand-Up Comedy, Kids' TV",A thrilling story about adventure.
s7696,Movie,Golden Heart,Raj Suzuki,"Emma Müller, Diego Okonkwo, Camila Müller, Diego Patel, Felipe Kumar, Sofia Wang",South Korea,"December 22, 2020",2020,TV-Y7,71 min,"Reality TV, TV Dramas",A hilarious story about adventure.
s7697,Movie,Heart: Hidden Legend,Noah Andersen,"Kwame Khan, Olivier Andersen, Lin Okonkwo, Priya Okonkwo, Sofia García, Diego Petit, Chen Rodriguez",India,"May 29, 2024",2003,TV-MA,113 min,"Reality TV, Children & Family Movies",A heartwarming story about adventure.
s7698,Movie,Final Witness,Ravi Andersen,,United States,"August 09, 2012",2005,TV-MA,113 min,"Anime Series, Classic Movies",A hilarious story about survival.
s7699,TV Show,Revenge of Paradise,"Isabella Smith, Yuki Wang","Camila Khan, Ahmed Silva, Yuki Petit, Diego Yamamoto",United States,"July 31, 2014",2014,TV-MA,4 Seasons,"Spanish-Language TV Shows, Crime TV Shows",A mysterious story about friendship.
s7700,Movie,Midnight Mountain,Yuki Silva,"Alice Suzuki, Olivier Khan, Sofia Brown, Diego Andersen","United States, Indonesia, Japan","November 27, 2018",2013,TV-PG,104 min,"Romantic Movies, Documentaries, TV Comedies",A thrilling story about survival.
s7701,Movie,The Wild Detective,Chen Silva,"Camila Tanaka, Ravi García, Chen López, Maria Kim",,"November 18, 2010",2010,TV-PG,116 min,"TV Horror, International Movies, Sci-Fi & Fantasy",A heartwarming story about friendship.
s7702,Movie,The Lost Journey,Lin Khan,"Sofia Okonkwo, Isabella Suzuki, Raj Johnson, David Kumar, Chen Kim, Olivier Johnson",Mexico,"June 03, 2023",2009,TV-14,128 min,Sci-Fi & Fantasy,A mysterious story about friendship.
s7703,Movie,Shadow of King,Sofia Okonkwo,"Isabella Suzuki, Sofia Kumar, Ravi Nakamura, Kwame Silva, Amélie Suzuki, Carlos Rossi, James Müller",Nigeria,"October 02, 2023",2018,TV-14,118 min,"TV Action & Adventure, British TV Shows, TV Horror",A thrilling story about friendship.
s7704,TV Show,Witness: Wild Journey,"Diego Okonkwo, Olivier García","Aoi García, Ravi Suzuki, Kwame Rodriguez, Carlos Kumar, Camila Petit, Amélie Brown, Camila Smith","United Kingdom, United States","April 23, 2017",2013,TV-MA,2 Seasons,British TV Shows,A heartwarming story about friendship.
s7705,Movie,Game of Journey,Alice Johnson,"Ravi Brown, Maria Andersen, Sofia Kim, Amélie Petit, Alice Nakamura",Canada,"August 18, 2024",1999,R,110 min,"Music & Musicals, TV Comedies",A hilarious story about adventure.
s7706,Movie,Queen of King,Kwame Martinez,"Diego Petit, Olivier López, Noah Martinez, Sofia Petit","Turkey, Argentina, United Kingdom","August 27, 2019",2012,R,105 min,"Sci-Fi & Fantasy, Horror Movies",A mysterious story about revenge.
s7707,Movie,Secret Ocean,James García,"Emma López, Yuki Kumar, Yuki Silva, Sofia Khan, Carlos García, Emma Wang",United States,"November 01, 2024",2024,TV-PG,145 min,"Children & Family Movies, Crime TV Shows",A heartwarming story about family.
s7708,Movie,The Golden Witness,James Suzuki,"Chen Brown, Alice Yamamoto, Isabella Nakamura",United Kingdom,"October 23, 2016",2016,R,101 min,"Docuseries, Korean TV Shows",A heartwarming story about adventure.
s7709,TV Show,Fire: Forgotten Kingdom,,"Hiroshi Wang, Isabella Tanaka, Chloé Rodriguez, Aoi Johnson, Felipe Patel, Carlos Tanaka, Liam Martinez, Raj Rodriguez",India,"December 04, 2022",2011,TV-PG,1 Season,"TV Horror, Documentaries, Thrillers",A gripping story about love.
s7710,Movie,Family of Fire,Diego Brown,"Sofia Martinez, Martin Okonkwo, Aoi Okonkwo, Diego Yamamoto, Sofia Nakamura, Tom Yamamoto, Carlos López, Kwame García","United States, Indonesia, France","August 04, 2015",2008,TV-PG,84 min,"Reality TV, Anime Series, Sports Movies",A thrilling story about friendship.
s7711,Movie,Perfect Legend,Isabella Rodriguez,"Aoi Brown, Amélie Wang, Diego Patel, Carlos López","India, South Korea, United States","April 30, 2024",2024,TV-14,133 min,"International Movies, Dramas",A heartwarming story about family.
s7712,Movie,Light of Paradise,Noah Brown,"Felipe Kumar, Ahmed Kumar, Tom Okonkwo, Noah Wang, Kwame Brown, James Wang","United States, Japan, South Korea","June 22, 2021",2021,TV-MA,95 min,Docuseries,A gripping story about adventure.
s7713,Movie,Revenge: Secret Love,David Silva,"Diego García, Fatima Silva, Carlos Khan, Camila Kumar, Priya Andersen, Fatima Rodriguez, Amélie Kumar",United States,"March 18, 2023",1997,TV-14,147 min,"Comedies, Reality TV",A thrilling story about family.
s7714,Movie,Family: Forgotten Mother,Chen Müller,"David Patel, Kwame Brown, James Brown, Alice Patel",United States,"July 17, 2018",2016,TV-PG,101 min,Reality TV,A mysterious story about survival.
s7715,Movie,Revenge of Game,Liam Tanaka,"Kwame Yamamoto, Lin Rodriguez, Kwame Petit, Ahmed Martinez, Ravi Rodriguez, Chen Patel, Martin Kumar, Aoi Yamamoto",Egypt,"May 25, 2024",2024,TV-14,85 min,Classic Movies,A thrilling story about friendship.
s7716,TV Show,Fire of City,Amélie Rodriguez,"Martin Kumar, Chloé Brown, Alice Silva, Martin Tanaka, James Rossi, Alice Smith, Diego Patel",China,"May 30, 2021",1989,TV-MA,2 Seasons,"Romantic Movies, International Movies",A heartwarming story about survival.
s7717,TV Show,War of Paradise,Chloé Rossi,"James Andersen, Felipe Patel, Maria Kim, Camila López, Camila Smith, Liam Patel, Camila Okonkwo","Japan, United States","January 28, 2024",2024,TV-Y7,5 Seasons,"Kids' TV, International Movies",A mysterious story about adventure.
s7718,Movie,Love: Wild King,Martin Patel,"Tom Kumar, Hiroshi García, Isabella Yamamoto","United States, Australia","February 24, 2022",2020,TV-14,87 min,"Korean TV Shows, Kids' TV",A gripping story about family.
s7719,Movie,Dangerous Murder,Noah Yamamoto,"Noah Andersen, James Rossi, Ingrid Silva, Yuki Rodriguez, Yuki Wang, David García, Tom Rodriguez","United States, Canada","July 07, 2024",2024,TV-PG,161 min,"Docuseries, TV Comedies",A thrilling story about friendship.
s7720,Movie,Empire of Heart,Ahmed García,"Martin Silva, Priya Rossi, Alice Okonkwo, Olivier Johnson, Amélie Smith",United States,"November 12, 2010",2007,TV-PG,108 min,"Dramas, TV Action & Adventure",A mysterious story about friendship.
s7721,Movie,Paradise: Infinite Legend,Maria Petit,"Lin Patel, Amélie Kumar, James Kumar",Egypt,"March 08, 2023",2023,TV-MA,100 min,"International Movies, Music & Musicals",A gripping story about friendship.
s7722,Movie,Murder: Strange Revenge,Maria Yamamoto,"Olivier Petit, Chloé Kumar, Noah Kumar, Isabella Wang, Ahmed Brown, Felipe Khan, Martin Tanaka",Spain,"August 28, 2024",2024,TV-MA,74 min,"Anime Series, Spanish-Language TV Shows, Romantic Movies",A thrilling story about survival.
s7723,Movie,The Hidden House,Hiroshi Silva,"Raj García, Priya Khan, Olivier Tanaka, Amélie López",United States,"February 06, 2024",2024,TV-14,132 min,"Sports Movies, Comedies",A thrilling story about friendship.
s7724,Movie,War: Last Revenge,Emma Suzuki,"James Brown, Raj Yamamoto, Chloé Kim, Aoi López, Felipe Müller, Diego Patel, Kwame Nakamura",Italy,"August 27, 2021",2021,TV-14,86 min,International TV Shows,A thrilling story about adventure.
s7725,Movie,The Perfect Fire,Olivier López,"Diego Khan, Olivier Rodriguez, Yuki Kim, Ravi García, Carlos Nakamura, Emma Kumar, Kwame Silva, Sofia López",United States,"August 22, 2018",2011,TV-14,140 min,"Romantic Movies, TV Dramas",A hilarious story about love.
s7726,TV Show,Journey: Silent Witness,"James Smith, Liam Rossi","Camila Petit, Amélie Müller, Maria Kim, Carlos Andersen, Aoi Rossi, Noah Martinez, Ravi Khan, Ingrid Suzuki",United States,"November 29, 2023",2023,TV-PG,9 Seasons,"Docuseries, Children & Family Movies, Anime Series",A thrilling story about family.
s7727,Movie,Lost Love,Aoi Patel,"David Yamamoto, David Okonkwo, Yuki Suzuki, Carlos Yamamoto","India, Philippines","June 07, 2012",2012,R,67 min,Reality TV,A thrilling story about love.
s7728,Movie,House: Broken Friend,Carlos Brown,"Ingrid Smith, Noah Brown, Aoi Martinez, Fatima Tanaka, Diego Wang",United States,"August 15, 2012",2004,NR,52 min,"International TV Shows, Romantic Movies",A gripping story about revenge.
s7729,Movie,Heart: Eternal Murder,Priya Khan,"Yuki Martinez, Raj Nakamura, Ravi Patel, Maria García, Ingrid Silva, Diego López, Felipe Rossi, Liam Okonkwo",Argentina,"November 27, 2024",2024,TV-MA,128 min,"Romantic Movies, Music & Musicals",A thrilling story about love.
s7730,TV Show,House of Mountain,,"Felipe Andersen, Chen Kumar, Diego Silva, Raj García",United Kingdom,"November 26, 2021",2015,TV-14,2 Seasons,"Sci-Fi & Fantasy, Children & Family Movies",A hilarious story about survival.
s7731,Movie,Wild Kingdom,Noah García,"David Andersen, Hiroshi Kim, Sofia Rossi","Brazil, India","March 29, 2024",2024,TV-14,122 min,Korean TV Shows,A gripping story about survival.
s7732,Movie,The Silent War,Noah García,"Maria Nakamura, Ahmed Khan, Aoi Müller, Camila Rossi, Ravi Tanaka, Camila Petit, Ahmed Petit",United States,"October 06, 2018",2018,TV-14,115 min,Documentaries,A hilarious story about friendship.
s7733,Movie,Friend of Murder,Ahmed Johnson,"Martin Müller, Tom Petit, Alice Khan",Japan,"February 28, 2016",2016,TV-PG,124 min,Sci-Fi & Fantasy,A thrilling story about adventure.
s7734,TV Show,Friend of Love,,"Hiroshi López, Hiroshi Patel, Chloé Okonkwo, Martin Khan, Maria Yamamoto, Olivier Patel, Ravi Müller","Nigeria, Germany","June 12, 2016",2007,R,5 Seasons,"Docuseries, TV Horror",A mysterious story about family.
s7735,Movie,King: Secret Empire,Chloé Wang,"Lin Martinez, Chloé Kumar, Aoi Brown, Lin Smith, Liam Silva, Amélie Wang, Ingrid Patel",,"August 08, 2017",2017,TV-G,81 min,Spanish-Language TV Shows,A hilarious story about friendship.
s7736,TV Show,Secret Murder,,"Olivier Brown, Ahmed Andersen, Priya García, Camila Andersen",United States,"June 02, 2021",2021,TV-MA,6 Seasons,"Romantic Movies, Documentaries",A hilarious story about revenge.
s7737,Movie,The Dangerous Detective,Felipe Yamamoto,"Liam Müller, Maria Smith, Liam López, Felipe Nakamura, Ahmed Müller, Olivier Wang, Isabella Yamamoto",United States,"March 18, 2024",2024,PG,105 min,TV Horror,A thrilling story about family.
s7738,Movie,The Silent Witness,,"Amélie Silva, David Brown, Amélie Wang",,"October 09, 2022",2022,TV-Y,61 min,"Romantic Movies, Children & Family Movies, Crime TV Shows",A hilarious story about survival.
s7739,Movie,War: Dangerous Witness,Lin Kim,"Chen Johnson, Priya Johnson, Yuki Johnson, Felipe Nakamura",United States,"January 18, 2012",1991,TV-MA,152 min,"Horror Movies, Anime Series",A heartwarming story about adventure.
s7740,TV Show,Lost Mother,,"Ingrid Tanaka, Carlos Okonkwo, Maria Tanaka, Chloé Petit, Isabella Yamamoto, Chen Silva, Maria Yamamoto, Amélie García","United Kingdom, United States","December 17, 2018",2018,TV-MA,3 Seasons,"Dramas, TV Dramas, Korean TV Shows",A thrilling story about friendship.
s7741,TV Show,Beautiful House,Yuki Wang,"Felipe Yamamoto, Alice Petit, Noah Johnson, Camila Kumar, Hiroshi Kim, Raj Silva, Chen Khan","Australia, South Korea, Spain","June 01, 2017",2017,TV-14,2 Seasons,Reality TV,A heartwarming story about survival.
s7742,TV Show,Ocean: Infinite Ocean,"Priya Martinez, Maria Petit","Noah Khan, Noah Khan, David Silva, Emma Müller, Diego Kim, Chen Yamamoto",United Kingdom,"June 19, 2017",2016,TV-G,2 Seasons,"Kids' TV, TV Horror",A thrilling story about love.
s7743,Movie,The Perfect House,Diego Brown,"Ahmed Johnson, Noah Kumar, Felipe Petit, Maria Yamamoto, Yuki Tanaka, Yuki Petit, Amélie García",United States,"July 26, 2024",2024,TV-MA,115 min,"TV Comedies, Horror Movies",A hilarious story about love.
s7744,Movie,Love: Golden Mountain,Ahmed Tanaka,"Noah Andersen, Noah Müller, Emma Silva, Camila Müller, David Yamamoto, Felipe García",United States,"July 14, 2020",2017,TV-MA,104 min,"Anime Series, British TV Shows, TV Action & Adventure",A thrilling story about adventure.
s7745,Movie,Queen: Dark Friend,Ravi Martinez,"Ravi Müller, Amélie Brown, Felipe Smith, Felipe Kim, Isabella Brown, Emma Kim, Priya López, Ingrid Rodriguez",Argentina,"January 16, 2023",2006,TV-MA,62 min,"Romantic Movies, International TV Shows",A heartwarming story about friendship.
s7746,TV Show,The Sacred House,,"Kwame Patel, Martin López, Carlos Suzuki","Spain, United States","April 01, 2023",2011,TV-14,1 Season,"Dramas, TV Comedies",A heartwarming story about friendship.
s7747,Movie,Paradise of Family,Amélie López,"Maria López, Maria Rossi, Yuki Suzuki",United States,"October 10, 2020",2020,TV-PG,97 min,Documentaries,A heartwarming story about love.
s7748,TV Show,Queen of Mountain,"Isabella Martinez, Alice López","Sofia Tanaka, Maria García, Felipe Khan, Olivier Kumar, Isabella Brown, James Silva, Diego Nakamura","Brazil, United States","December 14, 2024",2024,TV-MA,2 Seasons,International TV Shows,A thrilling story about friendship.
s7749,Movie,Infinite Stranger,Olivier Brown,"Chloé Tanaka, Noah Petit, Hiroshi García, David Brown, Sofia Tanaka, David Rodriguez, Carlos Tanaka, Hiroshi Müller",United States,"May 12, 2024",2024,TV-MA,90 min,TV Comedies,A thrilling story about friendship.
s7750,Movie,Love of Family,Camila Tanaka,"Tom Brown, Raj Tanaka, Olivier Brown, Ahmed Martinez, Carlos Tanaka, James García",United Kingdom,"September 17, 2014",2011,TV-Y,114 min,"Sci-Fi & Fantasy, Action & Adventure",A thrilling story about revenge.
s7751,Movie,Ocean: Dangerous Mountain,Camila Silva,"Camila Patel, Chloé Müller, Carlos Wang",Canada,"July 08, 2008",2008,TV-Y7,72 min,Kids' TV,A mysterious story about love.
s7752,Movie,The Dangerous Witness,David Martinez,"Fatima Johnson, Chloé Okonkwo, Felipe Suzuki",United Kingdom,"October 30, 2011",2005,TV-MA,103 min,"Independent Movies, Children & Family Movies",A mysterious story about friendship.
s7753,TV Show,Broken Ocean,James Tanaka,"Hiroshi Johnson, James Smith, Fatima García, Noah Smith, Ingrid Rodriguez, Ravi Brown",South Korea,"May 19, 2024",2004,PG-13,2 Seasons,Dramas,A gripping story about friendship.
s7754,TV Show,Golden Fire,Carlos Nakamura,"Martin Müller, Camila Brown, Maria Martinez, Martin García, Maria Johnson, Liam Khan, Martin García, Emma Suzuki",Brazil,"February 13, 2024",2024,TV-PG,2 Seasons,"International Movies, Thrillers",A hilarious story about survival.
s7755,Movie,Beautiful King,Kwame Suzuki,"Sofia Martinez, Yuki Kim, Camila Suzuki, Liam López",United States,"October 03, 2024",2024,TV-MA,123 min,"International Movies, Music & Musicals",A heartwarming story about survival.
s7756,Movie,House: Wild Empire,Olivier Patel,"Felipe Yamamoto, Ingrid Rodriguez, Ingrid Wang, Ingrid García, Chloé Kumar, Chen Yamamoto, Liam Johnson","United States, United Kingdom, Germany","April 08, 2024",2024,TV-14,87 min,Classic Movies,A mysterious story about friendship.
s7757,Movie,Deadly Shadow,Lin Rodriguez,"Chloé Kim, Hiroshi Wang, Hiroshi Yamamoto, Ingrid Kumar, Fatima Rossi, Ahmed Suzuki, Chloé López",Italy,"August 16, 2024",2024,TV-MA,107 min,Dramas,A mysterious story about family.
s7758,Movie,The Silent Stranger,Martin Rossi,"Lin Okonkwo, Priya Silva, Raj Petit",United States,"January 03, 2022",2017,TV-Y7,52 min,"Horror Movies, Reality TV",A hilarious story about revenge.
s7759,Movie,The Silent Empire,Isabella Petit,"Amélie Tanaka, Sofia Nakamura, Kwame Johnson, Ravi Wang, David Kumar, Lin Brown",Mexico,"January 24, 2018",2015,TV-MA,153 min,"British TV Shows, TV Dramas, Kids' TV",A hilarious story about love.
s7760,Movie,Murder: Perfect Love,Alice Petit,"Ravi Rodriguez, Carlos Rodriguez, Chloé Okonkwo, Emma Patel, Hiroshi Okonkwo, Carlos Okonkwo, Priya Brown, Sofia Yamamoto",South Korea,"November 18, 2009",2007,TV-PG,86 min,"Crime TV Shows, Romantic Movies",A thrilling story about family.
s7761,TV Show,Heart: Eternal Revenge,,"Raj Khan, Fatima Brown, Diego Yamamoto, Noah Patel, Emma Kumar, Liam Silva, Sofia López, Raj Müller",Australia,"October 14, 2019",2018,TV-MA,2 Seasons,"Romantic Movies, Independent Movies",A hilarious story about revenge.
