id_transaction,date,id_client,id_produit,nom_produit,categorie,quantite,prix_unitaire,montant_total,region,mode_paiement,statut
T01523,2024-12-09,C0121,P002,Jeans slim,Vêtements,1,62.78,62.78,Auvergne-Rhône-Alpes,Chèque cadeau,Livrée
T01524,2024-07-07,C0159,P010,Livre cuisine italienne,Livres,1,27.57,27.57,Occitanie,Carte bancaire,Livrée
T01525,2024-11-16,C0243,P007,Casque Bluetooth,Électronique,2,146.84,293.68,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01526,2024-09-10,C0025,P013,Crème hydratante,Beauté,1,33.78,33.78,Nouvelle-Aquitaine,Chèque cadeau,Livrée
T01527,2024-06-21,C0052,P008,Enceinte portable,Électronique,1,75.2,75.2,Île-de-France,Carte bancaire,Livrée
T01528,2024-11-21,C0054,P005,Ballon de foot,Sport,2,28.41,56.82,Hauts-de-France,Carte bancaire,Livrée
T01529,2024-09-23,C0205,P002,Jeans slim,Vêtements,1,67.29,67.29,Occitanie,Carte bancaire,Annulée
T01530,2024-08-01,C0138,P008,Enceinte portable,Électronique,1,72.68,72.68,Auvergne-Rhône-Alpes,PayPal,Retournée
T01531,2024-08-27,C0140,P008,Enceinte portable,Électronique,1,68.89,68.89,Nouvelle-Aquitaine,Carte bancaire,En cours
T01532,2024-07-26,C0174,P002,Jeans slim,Vêtements,1,60.41,60.41,Île-de-France,Carte bancaire,Livrée
T01533,2024-10-15,C0192,P004,Chaussures running,Sport,1,120.96,120.96,PACA,Carte bancaire,Livrée
T01534,2024-01-01,C0033,P011,Roman policier,Livres,1,22.12,22.12,Occitanie,Carte bancaire,Livrée
T01535,2024-09-22,C0253,P008,Enceinte portable,Électronique,1,79.83,79.83,Île-de-France,Carte bancaire,Livrée
T01536,2024-10-14,C0086,P005,Ballon de foot,Sport,1,28.19,28.19,Occitanie,Carte bancaire,Livrée
T01537,2024-04-11,C0158,P012,BD jeunesse,Livres,1,15.66,15.66,PACA,Carte bancaire,En cours
T01538,2024-08-18,C0103,P005,Ballon de foot,Sport,3,30.29,90.87,Hauts-de-France,,Livrée
T01539,2024-08-23,C0171,P013,Crème hydratante,Beauté,1,35.57,35.57,PACA,PayPal,Livrée
T01540,2024-10-13,C0130,P009,Câble USB-C,Électronique,1,14.76,14.76,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01541,2024-06-21,C0032,P001,T-shirt coton bio,Vêtements,1,23.72,23.72,Grand Est,Carte bancaire,Livrée
T01542,2024-09-07,C0082,P006,Tapis de yoga,Sport,3,37.07,111.21,Nouvelle-Aquitaine,Virement,Livrée
T01543,2024-01-31,C0079,P003,Pull laine merinos,Vêtements,1,81.28,81.28,PACA,Carte bancaire,Livrée
T01544,2024-05-15,C0162,P004,Chaussures running,Sport,1,124.95,124.95,Grand Est,Carte bancaire,Livrée
T01545,2024-07-31,C0110,P006,Tapis de yoga,Sport,1,37.23,37.23,Île-de-France,Carte bancaire,Livrée
T01546,2024-09-20,C0227,P002,Jeans slim,Vêtements,1,66.51,66.51,Île-de-France,Carte bancaire,Livrée
T01547,2024-11-29,C0059,P012,BD jeunesse,Livres,2,18.13,36.26,PACA,Carte bancaire,Livrée
T01548,2024-06-04,C0241,P003,Pull laine merinos,Vêtements,1,83.08,83.08,Hauts-de-France,PayPal,Livrée
T01549,2024-11-28,C0016,P010,Livre cuisine italienne,Livres,1,25.08,25.08,Auvergne-Rhône-Alpes,Carte bancaire,Annulée
T01550,2024-03-09,C0257,P015,Rouge à lèvres,Beauté,1,20.22,20.22,PACA,Carte bancaire,Livrée
T01551,2024-03-15,C0101,P002,Jeans slim,Vêtements,1,60.86,60.86,Pays de la Loire,,En cours
T01552,2024-09-05,C0203,P001,T-shirt coton bio,Vêtements,1,22.77,22.77,Île-de-France,Carte bancaire,Livrée
T01553,2024-01-03,C0186,P011,Roman policier,Livres,1,22.11,22.11,Bretagne,Chèque cadeau,Livrée
T01554,2024-01-08,C0198,P014,Parfum floral,Beauté,2,67.09,134.18,Pays de la Loire,Virement,Livrée
T01555,2024-03-27,C0175,P007,Casque Bluetooth,Électronique,1,141.44,141.44,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01556,2024-04-19,C0068,P014,Parfum floral,Beauté,1,74.75,74.75,Auvergne-Rhône-Alpes,PayPal,Livrée
T01557,2024-04-10,C0110,P011,Roman policier,Livres,1,21.12,21.12,PACA,Carte bancaire,Livrée
T01558,2024-11-14,C0214,P009,Câble USB-C,Électronique,1,14.3,14.3,PACA,Carte bancaire,Livrée
T01559,2024-07-17,C0258,P001,T-shirt coton bio,Vêtements,1,22.2,22.2,Île-de-France,Virement,Livrée
T01560,2024-05-12,C0239,P012,BD jeunesse,Livres,4,17.19,68.76,Occitanie,Virement,Livrée
T01561,2024-01-13,C0269,P010,Livre cuisine italienne,Livres,1,28.35,28.35,Île-de-France,PayPal,Livrée
T01562,2024-08-12,C0297,P007,Casque Bluetooth,Électronique,1,150.19,150.19,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01563,2024-09-05,C0134,P013,Crème hydratante,Beauté,1,32.51,32.51,PACA,Carte bancaire,Livrée
T01564,2024-06-26,C0058,P004,Chaussures running,Sport,1,111.19,111.19,Occitanie,Carte bancaire,Livrée
T01565,2024-05-30,C0046,P012,BD jeunesse,Livres,1,16.35,16.35,Occitanie,Carte bancaire,Livrée
T01566,2024-08-16,C0197,P015,Rouge à lèvres,Beauté,4,22.02,88.08,Bretagne,Carte bancaire,Livrée
T01567,2024-06-19,C0058,P007,Casque Bluetooth,Électronique,1,142.78,142.78,Pays de la Loire,PayPal,Livrée
T01568,2024-05-28,C0099,P015,Rouge à lèvres,Beauté,1,22.08,22.08,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01569,2024-12-18,C0188,P015,Rouge à lèvres,Beauté,1,21.61,21.61,Île-de-France,Carte bancaire,Livrée
T01570,2024-11-23,C0113,P010,Livre cuisine italienne,Livres,1,24.78,24.78,Nouvelle-Aquitaine,Carte bancaire,Annulée
T01571,2024-03-05,C0139,P011,Roman policier,Livres,1,19.06,19.06,Occitanie,Carte bancaire,Annulée
T01572,2024-03-27,C0081,P003,Pull laine merinos,Vêtements,1,87.63,87.63,Occitanie,Carte bancaire,Livrée
T01573,2024-08-26,C0234,P010,Livre cuisine italienne,Livres,1,24.16,24.16,Île-de-France,Carte bancaire,Livrée
T01574,2024-01-15,C0070,P005,Ballon de foot,Sport,2,26.98,53.96,Île-de-France,PayPal,Livrée
T01575,2024-04-30,C0294,P014,Parfum floral,Beauté,1,73.69,73.69,Île-de-France,PayPal,Livrée
T01576,2024-03-26,C0208,P001,T-shirt coton bio,Vêtements,1,22.53,22.53,Hauts-de-France,Carte bancaire,Livrée
T01577,2024-02-02,C0199,P010,Livre cuisine italienne,Livres,1,28.22,28.22,Nouvelle-Aquitaine,PayPal,Livrée
T01578,2024-09-03,C0227,P006,Tapis de yoga,Sport,1,39.94,39.94,Auvergne-Rhône-Alpes,Virement,Livrée
T01579,2024-08-30,C0186,P008,Enceinte portable,Électronique,2,82.08,164.16,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01580,2024-05-16,C0122,P001,T-shirt coton bio,Vêtements,2,24.59,49.18,Bretagne,Virement,Livrée
T01581,2024-09-21,C0272,P014,Parfum floral,Beauté,1,77.96,77.96,Île-de-France,Carte bancaire,Livrée
T01582,2024-04-30,C0263,P008,Enceinte portable,Électronique,1,72.94,72.94,Pays de la Loire,PayPal,Livrée
T01583,2024-05-07,C0262,P006,Tapis de yoga,Sport,1,38.77,38.77,Occitanie,Chèque cadeau,Livrée
T01584,2024-08-17,C0251,P011,Roman policier,Livres,1,22.26,22.26,Île-de-France,Carte bancaire,En cours
T01585,2024-04-05,C0145,P013,Crème hydratante,Beauté,1,30.13,30.13,Occitanie,Carte bancaire,Retournée
T01586,2024-08-12,C0209,P010,Livre cuisine italienne,Livres,1,24.78,24.78,Hauts-de-France,Carte bancaire,En cours
T01587,2024-08-19,C0245,P011,Roman policier,Livres,1,18.82,18.82,Île-de-France,Carte bancaire,Livrée
T01588,2024-04-11,C0014,P015,Rouge à lèvres,Beauté,1,22.53,22.53,Grand Est,Carte bancaire,Livrée
T01589,2024-04-07,C0267,P006,Tapis de yoga,Sport,1,40.22,40.22,Île-de-France,Carte bancaire,Livrée
T01590,2024-06-03,C0115,P014,Parfum floral,Beauté,1,76.52,76.52,Auvergne-Rhône-Alpes,PayPal,Livrée
T01591,2024-08-11,C0083,P011,Roman policier,Livres,1,18.88,18.88,Occitanie,PayPal,Livrée
T01592,2024-03-21,C0140,P015,Rouge à lèvres,Beauté,1,19.24,19.24,Hauts-de-France,Virement,Livrée
T01593,2024-12-25,C0062,P006,Tapis de yoga,Sport,3,41.91,125.73,Auvergne-Rhône-Alpes,PayPal,Retournée
T01594,2024-12-15,C0019,P004,Chaussures running,Sport,1,119.18,119.18,Île-de-France,Carte bancaire,Livrée
T01595,2024-08-28,C0194,P003,Pull laine merinos,Vêtements,1,79.29,79.29,Bretagne,Carte bancaire,Livrée
T01596,2024-03-25,C0290,P002,Jeans slim,Vêtements,1,62.23,62.23,Grand Est,Carte bancaire,Livrée
T01597,2024-02-06,C0170,P012,BD jeunesse,Livres,1,18.62,18.62,Bretagne,Carte bancaire,Annulée
T01598,2024-11-09,C0295,P011,Roman policier,Livres,1,20.04,20.04,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01599,2024-04-24,C0142,P005,Ballon de foot,Sport,1,26.82,26.82,PACA,Carte bancaire,Livrée
T01600,2024-06-09,C0229,P004,Chaussures running,Sport,1,117.05,117.05,Île-de-France,Carte bancaire,Livrée
T01601,2024-06-26,C0295,P012,BD jeunesse,Livres,1,16.0,16.0,Auvergne-Rhône-Alpes,PayPal,Livrée
T01602,2024-01-25,C0201,P005,Ballon de foot,Sport,1,29.36,29.36,Bretagne,Carte bancaire,Livrée
T01603,2024-12-12,C0037,P008,Enceinte portable,Électronique,1,83.73,83.73,Nouvelle-Aquitaine,,Livrée
T01604,2024-03-31,C0111,P014,Parfum floral,Beauté,1,68.27,68.27,Hauts-de-France,Carte bancaire,Livrée
T01605,2024-06-10,C0151,P015,Rouge à lèvres,Beauté,1,22.95,22.95,Bretagne,Carte bancaire,Livrée
T01606,2024-09-22,C0140,P001,T-shirt coton bio,Vêtements,1,22.93,22.93,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01607,2024-12-03,C0196,P001,T-shirt coton bio,Vêtements,1,22.32,22.32,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01608,2024-06-09,C0045,P004,Chaussures running,Sport,4,125.23,500.92,PACA,Carte bancaire,Livrée
T01609,2024-10-07,C0063,P007,Casque Bluetooth,Électronique,2,131.75,263.5,PACA,Carte bancaire,Livrée
T01610,2024-07-05,C0047,P010,Livre cuisine italienne,Livres,1,28.49,28.49,Île-de-France,Carte bancaire,Livrée
T01611,2024-09-30,C0131,P004,Chaussures running,Sport,1,119.94,119.94,Auvergne-Rhône-Alpes,PayPal,Livrée
T01612,2024-11-03,C0257,P006,Tapis de yoga,Sport,1,34.84,34.84,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01613,2024-01-14,C0012,P013,Crème hydratante,Beauté,5,31.04,155.2,Auvergne-Rhône-Alpes,Chèque cadeau,Livrée
T01614,2024-02-20,C0053,P003,Pull laine merinos,Vêtements,1,74.98,74.98,Pays de la Loire,Carte bancaire,Livrée
T01615,2024-04-18,C0185,P011,Roman policier,Livres,1,22.78,22.78,PACA,Carte bancaire,Livrée
T01616,2024-04-10,C0146,P001,T-shirt coton bio,Vêtements,1,22.02,22.02,PACA,Carte bancaire,Livrée
T01617,2024-01-01,C0071,P005,Ballon de foot,Sport,1,26.01,26.01,Nouvelle-Aquitaine,PayPal,Livrée
T01618,2024-02-16,C0160,P008,Enceinte portable,Électronique,2,82.35,164.7,Île-de-France,Carte bancaire,Livrée
T01619,2024-08-21,C0110,P004,Chaussures running,Sport,1,107.75,107.75,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01620,2024-06-01,C0278,P009,Câble USB-C,Électronique,1,15.21,15.21,Île-de-France,Carte bancaire,Livrée
T01621,2024-01-13,C0225,P012,BD jeunesse,Livres,1,16.55,16.55,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01622,2024-10-11,C0052,P010,Livre cuisine italienne,Livres,1,28.12,28.12,Île-de-France,Chèque cadeau,Livrée
T01623,2024-01-04,C0290,P001,T-shirt coton bio,Vêtements,1,26.0,26.0,Île-de-France,,Livrée
T01624,2024-01-13,C0048,P012,BD jeunesse,Livres,2,18.0,36.0,Hauts-de-France,Carte bancaire,Livrée
T01625,2024-06-28,C0267,P009,Câble USB-C,Électronique,1,12.92,12.92,,Carte bancaire,Livrée
T01626,2024-09-18,C0184,P012,BD jeunesse,Livres,2,17.58,35.16,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01627,2024-08-04,C0225,P005,Ballon de foot,Sport,2,31.43,62.86,Île-de-France,Carte bancaire,Livrée
T01628,2024-05-22,C0153,P002,Jeans slim,Vêtements,1,56.23,56.23,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01629,2024-04-24,C0117,P008,Enceinte portable,Électronique,1,75.92,75.92,Île-de-France,Carte bancaire,Livrée
T01630,2024-04-29,C0137,P004,Chaussures running,Sport,1,110.73,110.73,Pays de la Loire,Carte bancaire,Livrée
T01631,2024-12-19,C0047,P012,BD jeunesse,Livres,1,16.11,16.11,Île-de-France,Carte bancaire,En cours
T01632,2024-01-10,C0158,P011,Roman policier,Livres,1,20.54,20.54,PACA,Carte bancaire,Livrée
T01633,2024-06-07,C0104,P003,Pull laine merinos,Vêtements,2,77.42,154.84,Bretagne,Carte bancaire,Livrée
T01634,2024-03-27,C0114,P003,Pull laine merinos,Vêtements,1,76.69,76.69,PACA,PayPal,Livrée
T01635,2024-06-16,C0205,P003,Pull laine merinos,Vêtements,1,87.61,87.61,Île-de-France,PayPal,Livrée
T01636,2024-06-02,C0197,P003,Pull laine merinos,Vêtements,1,83.61,83.61,Île-de-France,Carte bancaire,Annulée
T01637,2024-06-21,C0260,P015,Rouge à lèvres,Beauté,2,20.25,40.5,,Carte bancaire,Annulée
T01638,2024-05-22,C0225,P013,Crème hydratante,Beauté,1,36.72,36.72,Bretagne,PayPal,Livrée
T01639,2024-09-13,C0061,P005,Ballon de foot,Sport,2,26.74,53.48,PACA,Carte bancaire,Livrée
T01640,2024-06-16,C0169,P007,Casque Bluetooth,Électronique,3,143.1,429.3,Pays de la Loire,Virement,Livrée
T01641,2024-03-05,C0184,P015,Rouge à lèvres,Beauté,2,23.08,46.16,Île-de-France,Carte bancaire,Livrée
T01642,2024-06-14,C0162,P010,Livre cuisine italienne,Livres,4,25.08,100.32,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01643,2024-12-12,C0262,P003,Pull laine merinos,Vêtements,1,87.55,87.55,Bretagne,Carte bancaire,Livrée
T01644,2024-04-24,C0187,P014,Parfum floral,Beauté,2,78.0,156.0,Île-de-France,Carte bancaire,Livrée
T01645,2024-07-19,C0237,P008,Enceinte portable,Électronique,1,78.27,78.27,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01646,2024-07-11,C0148,P001,T-shirt coton bio,Vêtements,1,21.74,21.74,Occitanie,Carte bancaire,Livrée
T01647,2024-09-28,C0052,P002,Jeans slim,Vêtements,1,61.36,61.36,Île-de-France,Carte bancaire,Livrée
T01648,2024-01-09,C0122,P013,Crème hydratante,Beauté,1,34.3,34.3,Île-de-France,Carte bancaire,Livrée
T01649,2024-08-31,C0166,P012,BD jeunesse,Livres,1,15.66,15.66,Occitanie,Carte bancaire,En cours
T01650,2024-07-01,C0132,P014,Parfum floral,Beauté,3,72.04,216.12,Hauts-de-France,Carte bancaire,Livrée
T01651,2024-05-22,C0001,P012,BD jeunesse,Livres,1,18.31,18.31,Grand Est,Carte bancaire,Livrée
T01652,2024-04-28,C0036,P014,Parfum floral,Beauté,3,71.12,213.36,Bretagne,Carte bancaire,En cours
T01653,2024-11-21,C0205,P007,Casque Bluetooth,Électronique,1,138.42,138.42,Pays de la Loire,Carte bancaire,Livrée
T01654,2024-01-29,C0298,P012,BD jeunesse,Livres,1,18.34,18.34,Grand Est,Virement,Livrée
T01655,2024-11-18,C0218,P001,T-shirt coton bio,Vêtements,1,24.08,24.08,PACA,PayPal,Livrée
T01656,2024-08-18,C0228,P001,T-shirt coton bio,Vêtements,1,25.89,25.89,Bretagne,Carte bancaire,Livrée
T01657,2024-12-07,C0067,P011,Roman policier,Livres,1,19.1,19.1,Île-de-France,Carte bancaire,Livrée
T01658,2024-04-15,C0032,P010,Livre cuisine italienne,Livres,1,25.83,25.83,Île-de-France,PayPal,Livrée
T01659,2024-07-06,C0013,P003,Pull laine merinos,Vêtements,1,74.4,74.4,Hauts-de-France,Carte bancaire,Livrée
T01660,2024-12-05,C0162,P003,Pull laine merinos,Vêtements,2,79.5,159.0,PACA,Virement,Livrée
T01661,2024-03-06,C0287,P012,BD jeunesse,Livres,1,18.03,18.03,Île-de-France,Carte bancaire,Livrée
T01662,2024-01-29,C0111,P010,Livre cuisine italienne,Livres,4,27.54,110.16,Nouvelle-Aquitaine,Virement,Livrée
T01663,2024-01-28,C0284,P009,Câble USB-C,Électronique,1,13.9,13.9,PACA,Carte bancaire,Livrée
T01664,2024-09-07,C0178,P008,Enceinte portable,Électronique,1,81.64,81.64,PACA,PayPal,Livrée
T01665,2024-12-25,C0074,P001,T-shirt coton bio,Vêtements,1,22.6,22.6,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01666,2024-01-26,C0176,P012,BD jeunesse,Livres,1,18.08,18.08,Île-de-France,Carte bancaire,Livrée
T01667,2024-01-17,C0112,P006,Tapis de yoga,Sport,1,41.43,41.43,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01668,2024-01-07,C0241,P006,Tapis de yoga,Sport,2,39.22,78.44,Île-de-France,PayPal,Livrée
T01669,2024-06-10,C0103,P001,T-shirt coton bio,Vêtements,1,23.01,23.01,Île-de-France,PayPal,Annulée
T01670,2024-10-31,C0206,P014,Parfum floral,Beauté,1,69.86,69.86,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01671,2024-11-03,C0038,P012,BD jeunesse,Livres,1,15.75,15.75,Île-de-France,PayPal,Annulée
T01672,2024-05-31,C0020,P013,Crème hydratante,Beauté,1,30.0,30.0,Occitanie,Carte bancaire,Livrée
T01673,2024-03-01,C0155,P011,Roman policier,Livres,4,19.84,79.36,Auvergne-Rhône-Alpes,Virement,Livrée
T01674,2024-01-30,C0232,P005,Ballon de foot,Sport,1,27.83,27.83,PACA,Carte bancaire,Livrée
T01675,2024-06-08,C0244,P005,Ballon de foot,Sport,1,27.37,27.37,Occitanie,PayPal,Livrée
T01676,2024-08-24,C0266,P009,Câble USB-C,Électronique,1,15.19,15.19,Hauts-de-France,PayPal,Livrée
T01677,2024-08-25,C0040,P007,Casque Bluetooth,Électronique,1,128.21,128.21,Grand Est,Carte bancaire,Livrée
T01678,2024-04-23,C0071,P002,Jeans slim,Vêtements,1,57.36,57.36,PACA,Carte bancaire,Livrée
T01679,2024-10-29,C0196,P007,Casque Bluetooth,Électronique,1,141.24,141.24,,Carte bancaire,Livrée
T01680,2024-01-19,C0109,P005,Ballon de foot,Sport,1,27.19,27.19,Auvergne-Rhône-Alpes,PayPal,Retournée
T01681,2024-08-20,C0088,P011,Roman policier,Livres,1,22.02,22.02,Auvergne-Rhône-Alpes,Virement,Livrée
T01682,2024-12-15,C0164,P003,Pull laine merinos,Vêtements,1,73.88,73.88,Île-de-France,Carte bancaire,Livrée
T01683,2024-07-25,C0085,P014,Parfum floral,Beauté,5,70.3,351.5,,PayPal,Livrée
T01684,2024-04-01,C0178,P009,Câble USB-C,Électronique,1,14.87,14.87,PACA,Carte bancaire,Livrée
T01685,2024-11-18,C0230,P010,Livre cuisine italienne,Livres,3,25.14,75.42,Auvergne-Rhône-Alpes,PayPal,Livrée
T01686,2024-03-16,C0081,P003,Pull laine merinos,Vêtements,1,75.36,75.36,Pays de la Loire,Carte bancaire,Livrée
T01687,2024-08-04,C0183,P001,T-shirt coton bio,Vêtements,3,22.17,66.51,Nouvelle-Aquitaine,Virement,Livrée
T01688,2024-04-24,C0130,P008,Enceinte portable,Électronique,1,82.72,82.72,Bretagne,Carte bancaire,Retournée
T01689,2024-04-05,C0293,P015,Rouge à lèvres,Beauté,4,21.94,87.76,,Carte bancaire,Livrée
T01690,2024-10-19,C0295,P011,Roman policier,Livres,1,22.59,22.59,Île-de-France,,Livrée
T01691,2024-10-12,C0127,P008,Enceinte portable,Électronique,3,79.28,237.84,Hauts-de-France,Carte bancaire,Retournée
T01692,2024-08-31,C0077,P001,T-shirt coton bio,Vêtements,2,22.64,45.28,Auvergne-Rhône-Alpes,PayPal,Annulée
T01693,2024-08-30,C0137,P012,BD jeunesse,Livres,5,16.14,80.7,Auvergne-Rhône-Alpes,Carte bancaire,En cours
T01694,2024-12-23,C0020,P004,Chaussures running,Sport,2,125.58,251.16,Pays de la Loire,Carte bancaire,Livrée
T01695,2024-11-22,C0149,P003,Pull laine merinos,Vêtements,1,83.08,83.08,Auvergne-Rhône-Alpes,Virement,Retournée
T01696,2024-11-26,C0179,P003,Pull laine merinos,Vêtements,1,82.9,82.9,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01697,2024-08-17,C0268,P005,Ballon de foot,Sport,1,30.87,30.87,Pays de la Loire,Carte bancaire,Annulée
T01698,2024-05-21,C0045,P004,Chaussures running,Sport,2,114.02,228.04,Occitanie,PayPal,En cours
T01699,2024-06-09,C0193,P010,Livre cuisine italienne,Livres,2,27.06,54.12,Auvergne-Rhône-Alpes,Virement,Livrée
T01700,2024-02-16,C0287,P002,Jeans slim,Vêtements,1,56.11,56.11,,Carte bancaire,Livrée
T01701,2024-05-19,C0031,P003,Pull laine merinos,Vêtements,1,87.47,87.47,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01702,2024-04-24,C0141,P015,Rouge à lèvres,Beauté,2,18.91,37.82,,Carte bancaire,Livrée
T01703,2024-12-20,C0233,P005,Ballon de foot,Sport,1,29.82,29.82,Île-de-France,Carte bancaire,Livrée
T01704,2024-09-18,C0293,P013,Crème hydratante,Beauté,1,35.05,35.05,PACA,Carte bancaire,Livrée
T01705,2024-05-12,C0095,P006,Tapis de yoga,Sport,1,41.83,41.83,Bretagne,Carte bancaire,Livrée
T01706,2024-05-30,C0194,P015,Rouge à lèvres,Beauté,1,20.27,20.27,Île-de-France,,Livrée
T01707,2024-10-29,C0048,P012,BD jeunesse,Livres,1,18.48,18.48,Hauts-de-France,Carte bancaire,Livrée
T01708,2024-04-14,C0024,P011,Roman policier,Livres,1,21.05,21.05,Grand Est,Carte bancaire,Livrée
T01709,2024-03-07,C0042,P009,Câble USB-C,Électronique,2,13.49,26.98,Île-de-France,Carte bancaire,Livrée
T01710,2024-09-12,C0118,P002,Jeans slim,Vêtements,1,63.63,63.63,PACA,Carte bancaire,Livrée
T01711,2024-12-20,C0228,P011,Roman policier,Livres,1,23.05,23.05,Île-de-France,Carte bancaire,Livrée
T01712,2024-02-17,C0067,P012,BD jeunesse,Livres,2,18.17,36.34,Île-de-France,Carte bancaire,Livrée
T01713,2024-01-31,C0167,P009,Câble USB-C,Électronique,1,13.12,13.12,Auvergne-Rhône-Alpes,PayPal,Livrée
T01714,2024-07-08,C0027,P006,Tapis de yoga,Sport,2,38.48,76.96,Bretagne,Carte bancaire,Livrée
T01715,2024-10-14,C0096,P011,Roman policier,Livres,1,20.22,20.22,Grand Est,Carte bancaire,Livrée
T01716,2024-05-17,C0055,P013,Crème hydratante,Beauté,3,32.17,96.51,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01717,2024-08-12,C0101,P014,Parfum floral,Beauté,1,73.78,73.78,Hauts-de-France,Carte bancaire,Annulée
T01718,2024-07-20,C0072,P013,Crème hydratante,Beauté,1,33.91,33.91,Île-de-France,Carte bancaire,Livrée
T01719,2024-01-17,C0232,P002,Jeans slim,Vêtements,1,66.89,66.89,PACA,PayPal,Livrée
T01720,2024-07-21,C0090,P005,Ballon de foot,Sport,1,25.93,25.93,Île-de-France,Carte bancaire,Retournée
T01721,2024-03-25,C0004,P001,T-shirt coton bio,Vêtements,1,21.77,21.77,Île-de-France,Carte bancaire,Livrée
T01722,2024-09-14,C0240,P015,Rouge à lèvres,Beauté,1,20.68,20.68,Bretagne,Carte bancaire,Livrée
T01723,2024-01-08,C0201,P003,Pull laine merinos,Vêtements,1,79.78,79.78,Occitanie,PayPal,Livrée
T01724,2024-08-19,C0067,P013,Crème hydratante,Beauté,1,34.25,34.25,Pays de la Loire,Chèque cadeau,Livrée
T01725,2024-07-13,C0293,P006,Tapis de yoga,Sport,1,41.82,41.82,Pays de la Loire,Carte bancaire,Livrée
T01726,2024-06-12,C0103,P006,Tapis de yoga,Sport,1,41.43,41.43,Île-de-France,Carte bancaire,Livrée
T01727,2024-02-04,C0030,P005,Ballon de foot,Sport,1,25.5,25.5,Hauts-de-France,Carte bancaire,Livrée
T01728,2024-08-27,C0291,P008,Enceinte portable,Électronique,1,69.92,69.92,Île-de-France,Carte bancaire,Livrée
T01729,2024-02-28,C0143,P003,Pull laine merinos,VÊTEMENTS,1,87.13,87.13,,Carte bancaire,Livrée
T01730,2024-02-20,C0079,P007,Casque Bluetooth,Électronique,1,139.19,139.19,Île-de-France,Carte bancaire,Livrée
T01731,2024-11-27,C0018,P004,Chaussures running,Sport,1,114.38,114.38,Île-de-France,PayPal,Livrée
T01732,2024-06-25,C0057,P004,Chaussures running,Sport,1,114.11,114.11,Bretagne,Carte bancaire,Annulée
T01733,2024-03-02,C0140,P011,Roman policier,Livres,1,19.93,19.93,PACA,PayPal,Livrée
T01734,2024-05-19,C0285,P010,Livre cuisine italienne,Livres,1,27.92,27.92,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01735,2024-07-14,C0293,P002,Jeans slim,Vêtements,1,65.29,65.29,Île-de-France,PayPal,Livrée
T01736,2024-05-07,C0068,P009,Câble USB-C,Électronique,1,15.29,15.29,Bretagne,Virement,Livrée
T01737,2024-06-22,C0114,P015,Rouge à lèvres,Beauté,2,20.23,40.46,Île-de-France,Virement,Livrée
T01738,2024-12-14,C0206,P005,Ballon de foot,Sport,5,28.44,142.2,Pays de la Loire,Carte bancaire,En cours
T01739,2024-05-11,C0144,P006,Tapis de yoga,Sport,1,36.61,36.61,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01740,2024-12-07,C0210,P015,Rouge à lèvres,Beauté,2,19.84,39.68,Nouvelle-Aquitaine,PayPal,En cours
T01741,2024-02-06,C0176,P014,Parfum floral,Beauté,1,66.08,66.08,Île-de-France,Carte bancaire,Annulée
T01742,2024-03-11,C0133,P002,Jeans slim,Vêtements,1,59.65,59.65,Île-de-France,PayPal,Livrée
T01743,2024-01-18,C0140,P005,Ballon de foot,Sport,1,30.31,30.31,Île-de-France,,Livrée
T01744,2024-01-28,C0124,P014,Parfum floral,Beauté,1,73.41,73.41,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01745,2024-05-10,C0015,P014,Parfum floral,Beauté,1,71.64,71.64,Nouvelle-Aquitaine,Carte bancaire,Livrée
T01746,2024-02-22,C0175,P002,Jeans slim,Vêtements,1,63.49,63.49,Auvergne-Rhône-Alpes,Carte bancaire,Livrée
T01747,2024-04-12,C0131,P012,BD jeunesse,Livres,1,16.35,16.35,Île-de-France,Carte bancaire,Livrée
T01748,2024-06-13,C0029,P003,Pull laine merinos,Vêtements,2,82.35,164.7,Hauts-de-France,Carte bancaire,Annulée
