id_client,anciennete_jours,nb_commandes_total,montant_total_eur,panier_moyen_eur,jours_depuis_derniere_cmd,nb_categories_achetees,taux_retour_pct,nb_avis_laisses,note_moyenne_donnee
R00057,809,3,64.16,32.78,220,3,22.38,0,3.54
F01109,1233,8,692.38,87.22,47,3,14.25,5,4.57
P00854,65,3,153.79,49.39,2,2,6.89,3,4.07
C00455,1794,57,2983.6,112.97,17,8,3.49,29,4.08
P00769,148,5,250.65,25.93,16,4,5.62,3,3.1
F01441,640,8,663.82,88.04,24,7,9.98,8,4.09
F01173,867,7,612.0,89.38,83,4,2.0,1,4.61
P00216,109,5,247.51,79.61,4,4,9.97,3,4.41
F00010,1127,23,735.43,78.3,76,5,5.21,2,3.82
C00168,1000,93,3216.52,182.01,43,11,8.94,15,4.91
F00131,242,14,680.5,59.38,76,3,6.43,2,4.15
D01249,833,5,368.22,50.04,240,2,5.73,3,
D00359,804,10,166.73,70.07,617,3,6.74,3,3.02
F01475,672,15,798.41,44.92,100,7,7.12,4,3.82
D01040,1304,12,423.02,44.67,692,2,22.75,4,4.23
D00701,916,10,368.47,50.59,732,5,12.48,1,4.49
F01023,990,9,765.64,45.53,97,6,2.05,5,4.14
C00588,1183,59,4002.08,148.97,44,7,5.95,28,4.92
F00802,1277,23,587.44,47.41,24,4,11.76,2,3.7
D00046,727,9,604.59,98.1,296,4,15.27,4,4.38
D00225,1489,14,538.95,61.23,415,4,0.22,0,3.76
F01101,824,18,551.96,54.08,31,2,10.6,9,3.61
D00089,563,12,100.0,72.88,488,3,2.87,3,3.52
R00091,510,4,84.46,11.4,293,3,8.63,2,2.55
P00882,90,4,288.45,72.56,18,4,1.51,4,3.3
C00041,802,81,4217.46,115.64,7,6,5.42,15,4.46
F00780,426,19,977.73,75.37,85,7,10.95,7,4.06
F01490,258,15,598.06,83.45,41,4,5.23,5,3.81
P00076,122,5,197.27,62.0,3,1,6.96,2,3.19
D00218,1237,12,576.14,28.13,456,5,4.94,2,2.55
P00786,147,6,294.35,51.2,25,1,9.23,1,3.12
C00075,1155,83,2459.78,136.25,9,5,4.2,7,4.52
D00910,707,13,411.45,15.0,224,2,2.93,2,2.67
A015a,37,57,5205.9,148.64,3,1,0.95,0,0.0
P00558,156,3,291.25,32.24,16,4,10.13,0,4.91
D00181,922,7,202.11,43.56,345,5,10.33,2,2.78
F01477,1233,11,277.63,91.84,72,5,13.82,9,4.06
C00442,1785,65,2906.62,117.18,40,13,5.9,22,4.6
D01052,500,13,177.44,71.04,596,3,0.32,0,4.44
F01452,759,8,681.58,57.57,77,2,14.61,4,4.67
P00442,117,6,255.58,51.31,22,4,4.54,3,4.3
D00307,957,4,461.45,78.12,420,5,15.59,3,3.82
F00702,496,18,487.73,45.06,51,7,3.0,9,3.51
F01182,714,22,308.61,58.24,83,6,4.67,3,4.42
R00515,259,3,120.55,36.84,311,3,20.96,2,3.0
D00431,945,8,384.29,69.92,630,2,19.43,4,2.76
F00705,353,7,253.91,109.43,51,2,4.25,5,3.54
C00237,957,93,3019.42,135.29,25,5,3.32,29,4.32
P00500,90,7,292.62,60.01,17,1,11.38,1,4.87
C00521,1872,38,2097.85,145.76,38,6,1.95,11,4.63
P00474,168,5,244.34,45.98,17,4,14.33,0,4.87
D00281,1022,9,231.24,48.71,670,3,23.29,2,2.61
D00187,560,5,582.72,59.94,416,5,22.09,0,3.48
P00669,93,7,135.29,58.58,29,1,8.38,0,3.47
F00136,251,14,718.09,55.44,34,2,2.84,8,3.54
R00404,359,1,126.05,30.78,178,2,34.43,0,2.41
R00630,1107,4,156.37,10.99,218,1,11.09,1,2.89
P00007,141,4,178.1,35.65,21,3,2.96,3,3.59
P00580,179,5,256.7,49.73,18,1,3.38,3,4.17
D00230,790,14,342.83,47.85,688,5,0.29,2,3.41
P00662,179,4,50.0,42.68,21,4,,1,4.71
C00593,989,75,3092.93,96.1,44,9,2.37,7,4.56
F00704,1015,24,386.51,67.24,76,4,10.39,8,3.62
F00788,1438,5,698.54,65.46,105,3,9.24,4,4.27
R00396,486,4,73.4,42.08,142,1,10.89,1,3.59
R00227,405,3,116.13,32.44,191,2,20.69,2,2.22
D00948,1876,4,286.33,22.71,541,4,12.69,0,3.18
F01291,1093,18,695.08,38.11,118,3,10.86,2,4.23
P00888,120,6,176.27,64.3,20,3,19.21,4,4.48
R00625,294,2,116.08,41.91,240,3,17.33,1,3.9
D00298,1936,7,380.05,52.38,546,5,24.99,3,3.49
F00305,1409,7,534.39,36.69,50,2,10.13,1,4.58
R00310,954,1,69.39,36.86,215,2,27.32,0,2.45
F00680,1070,17,432.84,71.69,68,4,7.91,7,4.42
F00334,1407,13,172.97,50.98,99,2,13.2,4,3.7
R00600,351,2,76.71,32.64,343,1,27.5,0,3.95
P00209,64,3,268.97,43.38,7,2,18.34,4,4.82
F00956,1312,12,548.78,45.51,86,5,14.44,0,3.68
R00234,603,3,46.11,17.55,268,2,26.59,0,3.83
D00191,658,5,289.69,74.38,247,3,2.63,0,3.68
R00142,540,4,87.38,15.52,354,1,34.12,2,3.14
F00107,1277,13,723.3,71.01,75,5,13.76,5,4.05
R00391,311,4,124.05,34.4,102,2,36.79,2,3.52
D00071,658,11,315.98,29.82,601,5,22.13,2,3.76
F00146,1457,8,328.98,89.04,59,5,14.67,0,4.33
D00595,909,12,556.95,20.86,584,2,14.56,1,4.1
F01340,1379,10,364.09,59.4,42,2,4.07,3,4.21
R00101,740,1,40.56,28.57,360,1,39.12,1,2.69
P00763,43,7,294.38,62.08,5,1,9.85,1,4.91
D00997,1614,13,402.4,94.9,474,5,16.05,4,2.68
C00514,1954,81,2748.74,192.75,7,5,7.97,27,4.1
C00082,816,80,3419.43,146.61,40,12,8.45,13,4.37
A007b,1447,18,1855.13,86.53,55,3,74.57,12,1.9
F00709,493,18,398.93,55.1,102,4,5.38,1,3.62
R00315,577,3,205.5,30.61,357,3,39.53,1,2.75
F00315,748,14,476.16,38.97,53,4,3.8,5,3.76
D00453,1770,7,366.21,58.36,266,4,8.82,2,3.23
D00696,1676,12,181.1,34.87,583,2,11.1,2,3.47
R00505,553,2,68.72,21.32,342,1,31.28,1,2.17
D00157,1435,6,507.61,39.48,223,3,2.79,0,3.43
P00099,40,4,92.3,59.71,24,4,0.46,3,5.0
D01233,1649,11,194.86,16.03,670,5,15.56,4,4.23
F00175,749,16,382.07,57.57,104,5,10.04,3,4.57
C00330,393,23,4208.88,117.3,42,8,6.11,11,4.17
F01455,654,15,308.11,65.56,67,6,9.18,6,4.11
F01402,304,21,775.98,21.55,31,7,0.28,8,3.84
F00344,934,19,748.72,31.89,101,5,3.9,9,4.45
F00223,1379,17,752.46,43.3,67,6,10.13,3,4.62
R00228,974,1,99.0,30.03,184,1,16.81,1,3.47
F00310,840,17,747.57,44.13,61,2,12.56,5,3.77
P00417,124,2,145.34,30.73,14,2,15.07,1,4.66
C00182,1861,32,4379.24,114.55,19,5,8.17,5,4.39
C00165,720,94,3653.29,122.79,13,11,9.97,26,4.56
F00924,747,18,769.05,39.22,73,2,5.91,7,4.04
C00452,694,59,2371.27,107.15,26,8,6.18,22,4.02
P00439,162,6,182.03,34.89,5,1,4.66,3,3.08
D01138,1809,4,169.05,79.12,244,2,3.78,3,3.68
R00476,1011,4,145.04,21.79,218,1,18.0,1,3.91
F00712,560,18,780.17,50.52,96,5,10.91,9,4.22
D00150,1731,7,382.75,35.64,432,5,12.07,3,3.17
F00512,1139,24,395.29,101.91,30,5,2.22,6,4.4
R00248,714,1,86.79,21.35,122,2,15.78,0,3.04
D01086,1398,14,442.84,36.96,338,4,5.98,3,3.88
D00490,1600,10,591.28,16.28,445,5,15.18,3,2.85
F00688,940,16,410.39,67.0,71,2,5.38,9,4.11
D01178,1321,14,100.0,43.17,282,2,3.72,0,3.15
R00346,254,1,20.0,31.89,220,2,25.87,0,2.16
D00681,1750,4,308.11,53.96,388,2,22.36,4,3.49
R00212,1066,4,125.12,23.89,375,3,39.03,1,2.06
D01169,1895,11,365.38,82.92,447,2,14.79,1,3.99
D00301,992,12,302.04,15.0,722,4,4.48,3,4.27
D00311,1091,3,360.03,41.06,551,5,3.86,3,3.82
R00257,1073,1,30.87,23.99,108,2,21.23,1,2.05
D00126,1827,14,425.4,55.25,324,2,10.83,0,2.76
C00328,1717,24,3239.7,115.83,9,13,1.81,6,4.5
F01191,1072,10,627.83,95.01,74,5,3.69,8,4.74
P00391,132,6,90.53,47.57,13,1,6.9,3,4.22
F01407,274,12,417.49,41.35,57,7,7.63,6,3.91
F01408,363,18,411.61,42.21,86,4,2.16,0,3.73
F01259,296,23,233.78,52.94,68,5,13.96,4,4.17
R00386,1170,2,111.6,21.41,144,1,35.06,0,2.79
C00313,1807,66,3971.1,149.12,38,6,4.61,16,4.49
F00233,673,24,448.01,50.17,100,4,8.54,0,4.55
D00080,1724,9,328.48,73.87,775,3,1.73,0,4.31
R00418,1071,1,94.49,13.47,235,3,10.51,0,2.4
D00463,1281,5,612.77,78.56,445,5,14.37,0,3.84
F00602,859,5,457.48,58.08,44,7,13.05,9,4.26
R00092,942,3,62.56,18.74,166,3,24.42,1,2.77
D00548,1790,13,100.0,79.51,301,2,17.1,2,3.78
R00623,695,4,52.89,57.48,126,1,19.03,2,2.31
P00035,158,4,320.28,42.58,15,1,3.14,1,3.35
D00452,1434,9,304.98,24.8,341,2,19.61,0,3.89
P00110,111,6,249.73,49.45,23,4,14.51,1,4.82
F01302,481,8,723.76,20.0,22,3,6.08,4,4.19
F00882,773,21,665.09,73.18,30,4,8.55,0,3.56
F00178,817,20,624.8,58.4,36,5,7.37,3,3.52
F00200,1180,24,543.4,70.66,41,3,6.54,1,3.92
D00715,1279,3,198.23,52.72,327,5,0.78,4,4.3
D00943,823,3,340.38,72.63,396,3,23.89,3,4.26
C00055,1562,66,2403.44,134.15,5,13,4.95,29,4.5
P00873,98,6,227.57,49.96,3,4,18.55,2,3.62
D00336,556,8,390.58,43.97,353,5,17.9,1,3.49
F01321,547,13,610.58,82.65,116,6,7.87,0,4.43
D00716,888,13,439.84,15.0,328,3,16.23,0,
R00347,771,3,51.2,32.48,329,1,31.78,2,2.32
F00347,1000,14,700.53,85.43,101,6,2.43,9,4.44
F01102,994,6,700.29,57.16,62,5,9.09,4,4.37
D00294,1967,13,472.71,67.09,465,5,13.42,2,3.55
P00062,108,2,141.46,44.49,19,3,18.6,2,3.95
F00537,1233,15,328.47,58.0,26,2,1.08,1,4.33
F00388,1314,9,677.59,53.56,115,2,12.05,1,4.8
P00450,60,2,169.05,69.71,28,1,19.0,2,4.95
C00194,476,84,2826.2,125.22,7,9,7.14,17,4.15
D00058,1667,13,365.08,32.45,711,2,22.44,4,3.28
D00247,1578,8,472.9,42.13,473,2,1.66,4,3.23
F00795,853,19,749.96,78.82,110,7,3.16,9,4.08
P00538,108,4,206.74,59.03,8,2,10.66,2,3.11
F00169,1426,22,546.16,65.04,115,6,7.89,2,4.66
R00403,657,4,160.6,25.32,238,1,15.0,0,2.83
D00091,1590,12,286.52,15.0,361,3,18.63,2,4.08
D00496,598,12,439.56,46.5,630,2,21.51,2,4.36
D00216,642,14,392.45,41.26,586,5,7.94,3,
C00286,724,28,3833.08,73.98,8,6,8.52,11,4.48
R00639,1111,3,144.35,22.11,372,1,10.93,2,2.27
C00429,1290,27,3383.53,157.27,44,8,8.36,16,4.14
R00149,489,2,183.12,20.22,238,3,32.4,0,3.01
P00233,70,2,211.58,20.0,23,4,3.42,4,4.56
P00618,44,3,224.06,53.23,6,4,19.1,3,4.45
F01480,1131,18,1173.31,49.61,71,7,7.97,8,
D00390,1393,12,581.04,48.7,560,3,19.83,1,3.71
F00123,399,12,352.42,70.35,110,2,11.62,8,3.72
F00352,555,6,508.42,34.43,41,5,6.73,0,4.68
R00084,955,1,82.6,35.41,300,1,28.81,2,3.17
R00067,706,3,20.0,22.23,347,3,23.98,2,2.06
P00163,117,4,391.7,37.4,17,4,14.22,4,3.51
F00390,1359,11,787.37,84.2,91,7,6.84,8,3.7
D00213,1365,14,631.21,61.78,204,5,11.01,2,
F01160,483,16,631.91,68.66,79,7,8.82,3,4.66
R00280,735,2,112.09,27.17,389,3,18.92,0,2.98
C00327,1115,55,3654.83,144.93,40,10,7.47,5,4.81
P00509,63,3,263.95,22.02,16,3,17.43,1,3.9
F00784,701,20,496.66,53.03,23,7,5.44,7,4.71
F01125,1381,13,647.07,72.27,103,3,4.17,6,3.96
F00487,1444,8,381.33,66.31,31,2,10.37,6,4.68
P00424,53,5,263.49,83.55,26,3,1.02,4,4.6
C00342,1013,42,4209.91,118.57,17,5,0.15,14,4.98
D00702,1153,7,578.84,79.93,547,2,17.74,0,3.24
C00148,1120,22,2859.45,77.35,32,8,8.27,23,4.45
F00089,246,17,589.84,65.88,72,5,1.59,9,3.59
D00433,1713,14,408.79,65.58,394,2,15.64,1,4.29
F00508,451,18,861.8,41.18,95,3,9.37,0,3.68
F00249,718,23,506.41,53.4,90,5,13.54,3,3.93
F00367,729,9,504.7,70.79,63,5,13.52,3,4.58
R00428,1051,4,132.65,23.82,172,2,5.57,2,2.33
F00893,943,9,713.08,59.86,101,5,10.06,6,4.02
D00954,1022,13,490.33,33.6,317,3,10.9,3,2.54
P00104,103,6,229.02,38.03,21,3,3.88,2,3.69
P00614,67,7,259.37,54.43,2,4,6.04,2,3.85
F00062,511,20,637.03,65.5,84,5,8.73,2,3.52
F00403,967,7,799.5,48.5,24,3,1.79,9,3.83
C00063,386,91,2767.77,151.04,14,8,9.08,20,4.75
C00285,1234,97,3232.46,115.3,11,8,7.17,8,4.07
P00125,144,2,354.22,46.74,13,4,17.34,2,4.04
R00407,916,1,97.52,33.98,195,3,7.17,0,3.35
F01280,454,20,529.03,20.0,79,5,14.36,1,4.59
D00573,1412,7,194.4,74.58,265,5,12.51,1,3.31
R00558,1181,2,114.73,38.1,289,1,22.14,0,3.73
F00604,676,21,1045.48,61.87,64,7,1.95,1,4.13
F01391,381,11,671.73,20.0,104,2,5.26,0,4.18
C00025,794,52,2501.25,120.97,30,9,2.55,13,4.73
R00553,303,4,152.73,35.41,269,2,22.9,1,3.47
D01103,1125,10,262.12,68.39,293,2,0.82,4,4.1
D01168,1235,10,216.3,41.98,227,4,5.39,2,3.88
F00163,418,21,679.38,45.02,56,3,9.33,2,4.79
F00276,679,8,222.51,84.58,115,6,0.61,1,4.04
R00443,421,2,154.06,34.96,176,2,17.63,0,3.65
F00339,227,19,300.61,68.82,79,4,12.32,7,4.21
P00588,51,6,220.0,53.2,14,3,0.7,1,3.29
D00601,1604,13,194.28,30.52,284,3,0.13,1,4.09
P00295,131,3,161.1,63.83,27,1,12.41,1,3.37
R00268,496,3,79.96,43.64,214,1,17.43,0,2.28
A011b,968,16,1140.48,90.05,22,3,87.04,8,2.18
D01125,757,3,312.88,52.77,581,4,2.95,4,3.07
R00265,891,4,159.07,31.69,250,1,31.79,2,3.64
C00386,1322,58,4061.24,125.44,8,7,6.31,22,4.54
D00878,1608,7,456.76,67.91,231,5,23.26,1,3.52
R00071,272,3,59.65,39.43,306,1,37.16,2,3.38
R00270,1189,4,170.49,37.35,177,2,32.34,1,3.4
C00537,1428,50,3171.2,78.36,14,14,0.85,29,4.0
P00192,172,4,128.98,66.57,19,3,19.29,4,4.75
R00366,486,2,46.22,45.2,260,3,6.47,2,2.36
D00875,1991,12,619.39,53.1,629,5,11.61,1,4.08
F00337,422,17,466.92,71.71,79,6,9.2,2,4.7
D00738,1539,5,285.08,85.65,603,2,2.43,3,
R00429,524,4,138.31,27.11,373,3,23.49,2,2.38
P00261,39,5,259.02,50.1,14,1,4.6,0,3.86
D00508,1838,11,303.41,29.83,452,2,18.15,1,2.97
C00202,1627,84,3606.41,139.55,43,9,8.25,6,
D00209,1874,5,391.82,23.77,619,3,18.93,0,3.35
F00733,714,21,412.71,80.32,91,5,4.97,9,3.65
D00017,1530,13,490.54,71.64,322,3,17.75,2,3.43
D00503,1021,6,319.1,36.0,348,3,14.01,2,
P00609,108,3,215.81,32.08,28,4,2.79,4,3.28
D01022,837,9,354.71,31.75,603,4,24.22,4,3.91
F01255,404,20,636.07,63.8,52,2,6.24,2,3.98
R00170,224,1,126.33,21.46,170,1,28.2,0,2.5
P00773,88,2,84.56,59.52,21,1,11.92,2,3.48
D00031,904,5,457.37,51.0,669,3,6.14,2,3.55
F00606,1426,10,312.08,33.44,20,2,12.67,0,3.81
F01046,1395,15,353.93,66.92,92,4,2.45,5,3.52
D00418,656,7,533.05,58.68,587,5,23.16,4,4.12
D00477,1246,11,332.67,58.47,410,2,0.43,4,3.48
P00762,61,4,182.51,58.8,23,4,4.73,2,4.5
F01193,1392,20,150.0,95.04,28,7,5.7,7,3.78
D00798,1401,8,491.1,63.94,441,5,22.11,1,3.09
D00369,745,9,613.89,15.0,791,3,9.28,3,4.09
D00368,908,5,543.81,65.78,355,4,24.9,3,3.24
D00534,1517,9,246.77,15.0,555,4,7.25,2,2.89
D00450,1497,10,217.48,55.74,349,5,24.18,4,2.75
F00004,1256,24,541.42,55.93,111,4,7.93,7,3.68
D00057,1738,9,641.2,15.0,548,3,9.71,1,4.4
R00232,1063,4,139.52,51.5,155,3,27.98,1,2.5
C00127,694,82,4520.66,142.7,17,9,4.16,26,
D00877,862,6,297.72,50.1,207,5,9.68,1,3.04
P00836,133,7,151.59,50.34,7,1,8.85,4,4.85
D00532,1941,3,442.3,87.62,308,5,15.68,4,3.8
P00631,150,5,156.7,45.12,27,2,1.44,4,4.56
F00228,567,11,464.87,80.63,89,7,12.42,7,3.94
F01040,756,11,953.65,30.88,20,7,8.47,5,3.59
F00385,917,12,553.7,59.98,57,2,0.59,4,3.9
D00282,1807,8,394.8,75.27,739,2,21.05,2,2.61
A002b,423,15,1973.76,45.06,80,4,87.84,16,2.13
P00089,77,2,133.4,70.02,11,1,18.6,3,4.65
R00313,620,4,111.21,49.37,338,2,35.9,1,2.45
P00344,114,6,210.25,74.39,4,1,15.34,2,4.2
C00363,630,66,2771.79,59.68,23,6,8.8,22,4.26
P00250,124,5,211.77,55.86,18,2,10.95,1,4.54
C00346,1449,41,1970.34,148.3,26,12,2.43,17,4.59
F00215,272,10,245.67,52.56,41,7,3.48,4,3.74
D00206,1425,11,178.13,73.03,317,3,17.57,2,2.5
D01161,1381,5,145.75,71.32,259,2,5.57,0,3.5
R00496,655,4,31.18,33.82,348,2,31.67,1,2.07
D00326,1929,9,332.35,87.8,345,5,8.29,0,3.11
D01107,721,3,100.0,79.41,298,4,21.46,4,2.74
P00017,37,7,132.31,26.24,4,4,3.17,2,3.77
F01235,1472,7,318.07,79.27,31,5,,3,4.45
F00194,979,6,576.87,55.07,76,6,3.04,1,3.61
R00647,353,4,67.3,49.91,326,3,14.94,2,3.64
P00575,135,2,165.8,56.37,20,1,7.15,3,4.41
C00095,1325,20,3794.98,111.28,38,5,7.75,21,4.62
D00757,826,7,160.99,56.03,741,3,7.16,2,2.82
P00792,47,3,97.62,68.05,8,1,0.96,0,3.76
P00272,175,6,143.71,58.38,17,2,15.38,4,4.71
D01150,879,11,347.82,52.07,336,3,13.12,2,3.71
R00133,300,4,182.5,30.14,317,1,10.84,2,
D00229,1953,12,454.06,15.0,726,5,11.11,2,3.24
P00754,34,2,239.67,56.35,15,4,16.0,0,3.39
P00813,60,2,50.0,41.78,26,1,17.87,3,4.17
F01266,1452,10,434.47,70.17,35,6,7.49,4,3.84
F01258,1034,9,150.0,76.01,107,4,8.64,6,3.99
P00546,76,3,63.42,55.09,4,1,7.12,0,4.99
P00144,110,3,328.36,81.84,25,2,13.47,3,3.21
P00237,164,2,50.0,37.17,15,1,7.8,4,4.15
F00351,359,9,916.53,62.65,23,2,8.46,0,4.76
D00069,1680,13,183.49,23.3,462,4,3.12,0,2.74
F00521,1456,17,280.61,67.33,108,2,12.95,1,3.73
P00498,118,2,215.59,35.54,14,3,17.35,4,4.31
P00105,172,4,158.58,29.34,23,1,4.46,1,3.99
C00420,1945,41,3647.49,131.03,17,9,5.78,6,4.49
F00323,1198,12,582.09,39.79,25,6,7.53,4,3.74
F00655,526,16,659.91,74.44,103,2,5.97,6,3.65
C00478,566,95,1834.85,137.8,7,11,9.37,16,4.06
F01436,1185,5,621.42,80.93,103,4,3.07,1,
F00603,264,8,979.89,33.61,30,6,6.72,9,3.62
P00527,74,6,247.37,50.09,3,2,5.51,2,4.77
R00519,441,3,95.75,11.38,392,1,14.26,0,3.98
F01371,851,18,363.71,45.71,80,7,8.81,4,4.65
D00111,1162,10,707.91,59.08,655,2,10.66,2,2.9
D01019,1465,6,466.46,26.12,676,5,1.73,4,
P00052,57,5,172.67,56.09,9,3,9.84,3,3.69
D00688,1389,13,165.71,53.77,575,2,24.68,3,3.28
F01398,573,6,571.8,48.02,33,6,0.39,1,4.63
D01034,905,3,138.46,52.07,298,3,12.2,3,2.72
D00055,740,9,586.27,73.05,710,5,2.86,0,2.57
F00649,894,9,520.92,90.3,72,5,13.24,3,4.31
P00093,35,7,161.8,43.05,22,3,5.51,0,4.37
P00613,154,6,358.14,33.59,14,1,2.29,4,4.82
F00393,286,15,357.36,53.53,68,7,4.57,6,3.71
P00091,140,6,95.46,68.4,8,3,5.41,1,4.55
D00763,1156,13,304.32,47.69,414,5,9.23,2,2.67
D00598,1495,5,139.84,30.59,329,4,10.43,4,4.3
F00719,1495,10,638.81,67.88,34,7,12.9,1,4.43
F01264,804,21,520.23,51.59,65,7,13.88,3,3.77
P00244,35,6,222.34,56.19,22,3,2.03,0,3.41
P00350,168,3,302.71,64.36,20,3,12.62,4,3.77
P00037,60,5,164.63,33.71,18,4,12.66,2,3.46
F00466,907,15,945.34,62.54,30,3,0.95,9,4.31
A011a,45,58,3922.51,137.36,1,2,2.75,0,0.0
P00522,88,3,165.31,33.86,1,4,8.64,1,3.01
C00078,1417,22,3819.32,113.96,31,7,0.13,12,4.67
P00799,138,4,185.48,50.85,26,1,2.14,1,4.54
F00715,588,23,570.66,69.23,35,2,8.82,9,3.55
R00073,251,1,202.92,20.31,242,1,11.42,2,3.75
F00273,503,8,415.4,50.79,93,7,11.46,9,4.4
D00851,718,7,196.53,48.8,767,2,12.62,1,4.29
R00488,437,1,98.47,42.52,247,1,39.36,1,3.46
P00866,42,2,238.79,56.76,1,2,19.64,1,3.18
D00392,1638,13,520.57,25.19,764,5,4.31,3,3.3
P00461,125,6,224.74,34.43,18,2,2.98,1,4.92
R00597,872,4,33.17,21.57,360,2,35.93,1,2.3
P00536,62,4,96.24,40.56,6,4,11.12,4,3.48
D00531,1861,6,626.0,41.33,728,4,,0,4.02
C00376,1179,22,1908.09,57.73,43,7,7.53,20,4.79
F01309,495,24,661.47,71.44,62,4,14.61,8,3.76
R00033,890,3,70.32,38.85,141,1,10.08,0,3.39
R00080,868,2,108.02,37.34,113,3,26.61,1,2.62
D01028,1314,4,569.66,66.08,573,5,24.14,4,2.72
F01005,449,10,557.59,50.05,42,2,9.9,6,4.32
F00519,798,13,674.49,52.81,90,7,8.37,3,4.15
D00678,707,12,545.78,59.75,492,4,13.97,3,4.11
D00491,835,6,730.31,48.52,248,2,10.79,0,4.0
R00565,616,4,95.94,17.07,277,2,13.2,0,3.27
P00859,134,6,83.04,67.29,1,3,14.67,4,3.59
F01395,765,16,694.14,70.69,78,3,3.58,1,4.22
A006a,83,33,8037.32,242.18,3,2,2.61,0,0.0
R00056,1157,4,105.75,41.4,138,1,22.08,1,2.58
P00277,119,7,163.47,50.6,21,1,10.12,3,4.62
F00743,329,18,592.52,95.8,47,5,12.47,0,4.63
C00321,1635,38,3729.74,142.38,14,14,8.26,11,4.44
F01020,933,13,654.16,60.41,54,6,1.47,3,4.19
D00714,1372,4,715.24,58.19,475,3,11.12,2,2.67
F01461,656,22,423.95,71.25,111,7,11.39,9,4.57
P00120,37,5,204.47,38.28,18,1,5.44,3,4.72
F01074,249,15,508.6,29.33,109,7,0.25,2,4.37
C00261,666,87,3741.68,82.81,19,12,2.22,17,4.22
R00118,634,4,89.8,32.15,314,1,30.32,1,3.1
F01440,1411,7,481.44,83.98,104,4,7.95,0,4.13
F00302,245,9,785.18,58.82,70,6,5.42,1,3.8
D00745,1597,10,305.82,42.0,341,5,4.3,0,3.43
F01427,616,13,382.38,40.34,71,2,8.35,5,3.72
F01318,483,14,878.98,95.06,77,5,13.86,9,4.78
F01229,374,6,422.87,36.64,91,4,1.08,8,4.35
F00974,1030,16,718.4,51.76,71,7,9.49,2,4.78
R00095,1068,4,93.03,44.07,130,2,21.06,1,2.56
D01209,1759,5,411.67,54.44,496,4,2.69,0,2.77
C00225,1102,68,2761.62,102.54,8,9,9.18,29,4.8
F00124,1136,5,150.0,99.47,26,6,0.21,1,3.61
R00186,1053,4,98.14,29.36,155,1,29.68,2,3.23
F00542,1327,17,620.65,51.93,42,3,10.35,5,3.97
P00663,155,5,247.66,32.34,22,3,4.13,1,4.07
F00247,1131,14,661.3,61.1,63,7,0.39,8,4.1
P00452,41,7,275.51,45.1,22,4,2.68,2,4.73
P00829,137,6,182.64,47.62,11,1,7.52,3,
C00118,1144,75,2195.54,129.58,43,9,1.63,28,4.0
F00046,707,21,1100.73,64.47,72,7,6.92,5,3.71
C00004,1893,58,3534.11,151.18,40,5,6.18,24,4.65
D01171,507,3,625.94,22.29,718,3,17.59,3,3.49
C00468,1747,97,3035.75,100.58,28,8,0.83,14,4.46
C00006,1600,56,3420.84,95.36,21,11,3.61,16,4.01
F00320,670,11,979.38,30.84,54,6,9.44,1,4.39
P00496,102,7,200.06,50.81,27,2,18.44,1,4.48
F00464,1391,13,625.66,63.5,26,6,3.93,0,4.03
P00491,136,6,179.59,59.84,7,2,6.46,0,4.22
C00243,541,93,3655.98,106.34,43,5,5.51,24,4.0
F00561,630,24,283.03,62.22,89,5,11.55,3,4.29
P00771,172,4,215.56,44.79,5,1,15.09,2,4.2
D00736,1920,7,560.19,34.44,743,3,16.57,4,2.98
P00298,172,5,232.82,50.74,13,4,10.46,1,4.24
D00518,1018,3,444.63,43.51,527,4,16.43,4,4.4
D00422,1272,13,468.16,50.98,317,5,10.35,4,4.38
P00464,115,7,252.67,69.76,21,3,6.77,1,4.88
F01006,1089,8,235.22,49.97,105,7,0.8,7,4.65
R00529,404,3,65.59,22.22,305,2,22.04,1,3.07
P00225,160,6,307.81,48.79,27,2,14.39,4,3.93
P00610,110,4,120.45,43.03,11,2,6.34,1,4.97
R00099,700,2,136.71,21.08,234,1,30.55,1,3.12
F00713,380,12,381.98,57.25,24,7,4.09,2,3.53
D00449,717,14,406.68,38.27,680,2,19.28,4,2.72
D00813,713,12,250.39,58.38,633,3,10.88,3,3.98
R00356,515,1,144.56,28.7,100,2,34.85,2,2.11
P00263,67,3,256.52,41.31,19,2,4.02,3,3.18
F01376,816,20,709.47,79.55,60,6,14.92,2,4.08
D00515,939,14,493.09,29.27,338,4,10.95,2,3.05
F01162,911,21,414.59,61.06,38,3,11.51,6,4.67
P00640,70,2,179.95,53.88,9,3,9.28,4,3.63
R00545,748,4,110.52,10.78,267,1,7.58,1,3.58
P00373,111,4,355.99,43.4,27,3,15.55,0,3.39
D01008,640,5,393.24,67.6,424,4,1.43,3,3.66
F00894,217,10,413.81,34.04,43,7,4.54,3,4.66
D01207,1684,13,293.17,66.63,245,4,12.09,0,3.97
P00059,83,3,252.64,59.9,19,3,1.82,2,3.75
F00570,959,15,763.1,61.57,84,6,6.25,7,4.44
R00217,568,3,119.37,13.3,331,2,32.81,1,3.66
C00233,1364,28,3307.72,119.51,33,7,0.06,13,4.83
C00067,781,36,4590.26,80.64,21,5,6.84,8,4.39
F01004,520,16,740.12,62.9,102,2,9.71,1,3.83
D00284,1322,4,310.91,42.32,271,5,13.03,4,4.3
