id_transaction,id_client,montant,heure,jour_semaine,delai_depuis_derniere_min,nb_transactions_1h,nb_transactions_24h,distance_domicile_km,pays,type_commercant,canal_paiement,age_compte_annees,score_ip,est_fraude
TX00013012,2892,47.32,22,2,9.9,0,4,1.8,France,Station-service,En ligne,5.1,71.6,0
TX00013013,1154,159.51,9,3,147.9,0,3,13.5,France,Alimentaire,Sans contact,9.5,40.1,0
TX00013014,4431,124.4,1,4,41.4,3,6,12.0,France,Restaurant,Carte physique,8.3,54.4,0
TX00013015,4636,8.27,23,6,17.4,1,4,7.0,France,Station-service,Sans contact,15.0,46.8,0
TX00013016,3899,49.8,8,3,181.3,0,3,2.8,France,Restaurant,Carte physique,14.2,65.8,0
TX00013017,1933,35.41,4,4,224.1,0,5,2.0,France,Restaurant,Carte physique,2.7,64.7,0
TX00013018,3884,26.17,5,4,181.9,1,7,7.3,France,E-commerce,En ligne,11.4,65.8,0
TX00013019,2425,8.63,21,6,14.3,1,4,0.8,France,Station-service,Carte physique,3.9,18.3,0
TX00013020,3780,41.81,13,2,14.5,1,3,3.0,France,Restaurant,Sans contact,4.4,39.6,0
TX00013021,4325,47.19,19,0,35.2,1,4,3.3,France,Station-service,Carte physique,2.8,48.6,0
TX00013022,2890,43.71,11,6,22.0,1,4,10.2,Hors-UE,Voyage,En ligne,5.3,51.2,0
TX00013023,3712,30.08,8,3,38.8,1,4,11.0,France,Autre,En ligne,2.0,43.0,0
TX00013024,4261,56.48,7,6,84.5,2,2,1.1,France,Alimentaire,Sans contact,2.0,45.0,0
TX00013025,4483,22.12,2,5,4.3,1,3,3.3,France,E-commerce,En ligne,0.8,49.0,0
TX00013026,4487,21.51,17,1,2.5,1,5,4.7,France,E-commerce,Sans contact,6.5,66.2,0
TX00013027,1458,41.06,15,0,47.7,0,3,0.5,UE,E-commerce,Mobile,4.4,52.7,0
TX00013028,3237,17.35,15,5,138.6,0,5,3.7,UE,E-commerce,En ligne,6.9,22.8,0
TX00013029,3094,10.81,11,0,5.6,3,8,2.8,France,Luxe,En ligne,2.9,71.6,0
TX00013030,1548,65.42,4,3,145.9,1,8,5.6,France,E-commerce,Carte physique,6.5,51.1,0
TX00013031,2958,12.06,21,6,35.4,0,4,0.8,France,E-commerce,Carte physique,2.9,53.6,0
TX00013032,4633,67.72,9,3,1.4,2,8,0.7,France,Santé,En ligne,4.4,45.0,0
TX00013033,1715,145.02,15,2,41.8,0,6,3.3,France,Alimentaire,Mobile,1.9,67.1,0
TX00013034,1724,140.07,4,5,60.9,0,6,3.1,UE,E-commerce,Carte physique,3.0,40.5,0
TX00013035,3657,4.04,0,1,46.9,1,4,5.1,France,Restaurant,Carte physique,1.9,65.9,0
TX00013036,4559,33.72,15,4,7.6,1,5,3.3,France,E-commerce,Carte physique,4.7,49.2,0
TX00013037,3061,26.76,13,0,160.0,1,4,,France,Restaurant,Carte physique,4.9,57.3,0
TX00013038,1797,25.36,16,3,8.9,0,5,2.4,France,Santé,Carte physique,3.2,38.0,0
TX00013039,4638,42.7,18,3,107.7,3,4,7.7,France,E-commerce,Carte physique,10.4,66.4,0
TX00013040,2389,47.09,7,5,4.7,1,5,4.0,France,Restaurant,Carte physique,6.8,56.5,0
TX00013041,3901,36.34,18,2,81.2,1,4,5.6,France,Autre,Carte physique,3.2,32.6,0
TX00013042,2932,177.88,6,3,35.1,1,4,11.6,France,Voyage,Mobile,3.2,57.8,0
TX00013043,4976,30.72,11,5,35.4,0,4,4.8,France,Restaurant,En ligne,6.9,57.3,0
TX00013044,1966,15.9,21,3,152.3,2,1,3.6,France,Alimentaire,Carte physique,4.9,78.2,0
TX00013045,3517,33.63,20,0,80.9,2,6,1.0,France,Alimentaire,Carte physique,14.4,17.1,0
TX00013046,4952,97.64,19,4,27.3,1,5,2.5,France,E-commerce,Carte physique,11.0,72.4,0
TX00013047,3351,8.7,9,2,57.3,1,3,0.5,France,E-commerce,Carte physique,3.1,37.1,0
TX00013048,1203,16.95,17,6,108.5,1,4,11.7,UE,Alimentaire,Carte physique,6.5,52.9,0
TX00013049,2940,67.97,2,6,35.2,1,2,5.4,Hors-UE,Autre,Sans contact,8.9,64.4,0
TX00013050,4652,1.32,4,0,31.0,2,6,3.0,France,Autre,En ligne,11.8,52.8,0
TX00013051,3410,45.06,17,2,259.2,1,3,0.2,UE,Restaurant,Sans contact,4.2,69.6,0
TX00013052,2778,40.5,1,5,109.7,0,5,1.0,UE,Autre,En ligne,1.8,15.1,0
TX00013053,1172,24.48,14,2,37.1,0,3,3.8,UE,Alimentaire,Carte physique,4.1,28.7,0
TX00013054,1896,69.18,23,6,71.5,1,2,0.9,France,E-commerce,Carte physique,3.0,81.1,0
TX00013055,2241,21.58,19,6,6.2,0,3,7.1,France,Autre,Sans contact,14.5,30.1,0
TX00013056,4613,7.54,23,5,9.6,0,4,6.4,France,Alimentaire,Carte physique,5.1,35.5,0
TX00013057,2656,48.85,22,6,93.2,1,4,1.8,France,Station-service,Carte physique,2.4,43.9,0
TX00013058,2438,78.05,17,6,47.0,2,4,9.9,France,Santé,Carte physique,3.2,34.9,0
TX00013059,3165,313.94,7,3,5.3,0,2,0.6,France,Luxe,Carte physique,5.2,63.6,0
TX00013060,2023,70.94,13,1,72.3,2,4,2.5,France,E-commerce,Carte physique,4.5,76.7,0
TX00013061,4990,84.15,8,4,69.0,0,2,0.0,France,Autre,Carte physique,8.0,53.9,0
TX00013062,4225,140.08,20,2,111.3,0,4,4.6,UE,Restaurant,Carte physique,4.3,48.0,0
TX00013063,2092,32.29,4,1,56.6,1,4,4.5,Hors-UE,Santé,Sans contact,6.1,50.7,0
TX00013064,3930,79.71,0,4,39.3,2,2,1.7,France,Autre,Carte physique,2.8,51.5,0
TX00013065,2689,89.24,21,1,14.2,0,1,2.5,France,Station-service,Carte physique,4.1,23.5,0
TX00013066,3057,34.66,6,0,43.5,2,2,6.4,France,Luxe,Carte physique,22.5,40.7,0
TX00013067,3681,10.38,18,6,18.1,0,3,7.8,France,E-commerce,Carte physique,4.3,59.2,0
TX00013068,2695,9.36,7,5,1.1,1,9,3.8,France,E-commerce,Sans contact,8.9,54.7,0
TX00013069,4188,62.59,15,6,31.3,2,4,,France,Station-service,En ligne,6.0,69.7,0
TX00013070,4748,12.6,22,6,58.0,1,4,8.8,Hors-UE,Alimentaire,En ligne,5.1,,0
TX00013071,3603,299.41,3,3,23.6,0,0,7.1,UE,Alimentaire,Carte physique,7.1,49.8,0
TX00013072,3247,20.08,23,5,4.6,1,5,7.6,France,Alimentaire,Carte physique,8.2,60.7,0
TX00013073,1745,4.05,3,5,8.4,0,3,10.8,France,Restaurant,Sans contact,3.1,49.6,0
TX00013074,2561,23.78,22,5,132.0,1,3,3.8,France,Restaurant,En ligne,3.4,55.6,0
TX00013075,1657,10.16,2,5,49.2,1,5,0.7,France,E-commerce,En ligne,5.2,63.5,0
TX00013076,3784,16.87,1,6,24.5,2,4,0.8,France,Alimentaire,Mobile,3.3,66.8,0
TX00013077,3363,94.95,11,4,36.8,0,5,0.6,France,E-commerce,Carte physique,2.7,27.8,0
TX00013078,1127,21.59,9,6,64.0,1,5,9.9,France,E-commerce,Sans contact,4.0,52.8,0
TX00013079,4744,63.94,10,6,6.2,2,8,2.6,France,Autre,Sans contact,4.4,21.3,0
TX00013080,4804,42.38,8,5,75.5,0,6,4.5,France,E-commerce,Mobile,1.9,38.3,0
TX00013081,1939,14.11,14,1,93.7,0,3,0.3,France,Restaurant,Sans contact,9.8,31.9,0
TX00013082,4403,64.59,2,1,50.9,2,6,9.0,France,Voyage,En ligne,10.2,39.8,0
TX00013083,4487,113.51,1,3,1.6,2,2,0.1,France,Santé,Carte physique,2.3,36.5,0
TX00013084,1146,50.46,8,5,40.4,0,9,5.4,UE,Voyage,Carte physique,8.8,62.7,0
TX00013085,1275,4.73,11,0,92.8,0,6,1.1,France,Alimentaire,Carte physique,6.7,52.6,0
TX00013086,3805,1.74,9,1,9.4,3,5,7.3,France,Alimentaire,En ligne,6.6,47.3,0
TX00013087,1770,17.87,1,5,27.8,0,5,16.7,France,Alimentaire,Carte physique,6.7,55.4,0
TX00013088,1267,16.02,16,0,5.2,0,3,4.3,France,Santé,Mobile,2.5,36.5,0
TX00013089,4896,8.65,3,5,33.1,0,6,0.8,France,E-commerce,Mobile,14.4,34.1,0
TX00013090,3191,95.38,10,6,7.3,1,1,3.1,France,Alimentaire,Mobile,6.3,59.0,0
TX00013091,1640,18.29,2,6,49.2,1,6,2.0,France,Alimentaire,Mobile,5.8,60.3,0
TX00013092,4178,109.08,7,4,95.6,1,6,5.1,France,Restaurant,Carte physique,2.3,61.6,0
TX00013093,1126,42.31,7,0,17.4,2,4,4.4,France,Alimentaire,Carte physique,4.3,42.7,0
TX00013094,3317,23.64,9,6,173.8,0,4,9.8,France,Voyage,En ligne,1.7,20.6,0
TX00013095,3852,23.07,3,6,19.2,0,2,7.9,France,Autre,En ligne,3.8,57.1,0
TX00013096,4112,10.24,15,2,49.9,0,3,13.6,France,Alimentaire,Carte physique,8.6,34.2,0
TX00013097,4461,37.85,17,4,47.5,1,4,6.8,France,E-commerce,Carte physique,7.7,60.4,0
TX00013098,1070,114.74,0,0,27.5,0,2,1.3,France,Autre,Carte physique,11.6,16.5,0
TX00013099,3951,32.74,18,4,113.9,3,6,9.3,France,Alimentaire,Sans contact,6.9,32.6,0
TX00013100,4574,5.13,22,2,81.4,0,6,9.1,France,E-commerce,Carte physique,3.8,,0
TX00013101,2052,2.25,23,1,22.8,0,3,4.1,France,Restaurant,En ligne,7.2,11.1,0
TX00013102,2821,20.6,17,1,9.3,3,3,3.9,UE,Autre,Carte physique,8.9,46.3,0
TX00013103,2054,85.93,23,3,7.5,0,7,3.0,France,Alimentaire,Sans contact,4.9,,0
TX00013104,1199,11.96,9,2,56.3,1,4,0.1,France,Autre,En ligne,5.0,36.1,0
TX00013105,4953,232.19,5,4,49.8,0,3,9.1,France,Autre,Mobile,17.9,33.4,0
TX00013106,2864,93.58,2,3,171.2,1,1,1.2,Hors-UE,Restaurant,En ligne,3.5,47.1,0
TX00013107,1529,25.17,19,5,25.5,3,4,0.2,France,Station-service,Carte physique,13.9,63.2,0
TX00013108,1224,16.32,5,1,74.3,0,5,4.4,France,Voyage,Sans contact,10.5,,0
TX00013109,3466,23.01,22,3,28.9,1,2,3.2,France,Santé,Carte physique,4.3,18.8,0
TX00013110,1596,65.6,11,2,130.6,0,2,7.0,France,Alimentaire,En ligne,1.6,53.1,0
TX00013111,2400,25.59,9,0,22.5,2,2,7.6,France,Santé,Carte physique,1.1,31.1,0
TX00013112,3026,19.67,9,3,155.9,2,4,2.3,France,Autre,Carte physique,11.7,61.8,0
TX00013113,1529,52.61,14,0,88.3,0,9,6.4,UE,Alimentaire,Mobile,5.8,80.0,0
TX00013114,4335,26.27,7,3,137.5,0,4,,UE,E-commerce,En ligne,9.8,59.5,0
TX00013115,2132,48.67,0,3,74.9,1,9,3.2,France,Santé,En ligne,6.7,22.6,0
TX00013116,4031,67.54,19,3,80.1,0,4,7.2,France,Alimentaire,Carte physique,3.9,21.4,0
TX00013117,2710,7.44,22,3,47.5,2,5,8.4,France,Alimentaire,Carte physique,7.5,55.4,0
TX00013118,4491,64.89,1,3,191.3,0,4,0.9,France,E-commerce,Sans contact,6.4,55.3,0
TX00013119,2302,76.11,17,4,4.7,1,6,4.1,France,Alimentaire,Mobile,10.0,49.9,0
TX00013120,2525,21.51,11,0,161.6,1,5,2.1,France,Autre,En ligne,5.7,66.5,0
TX00013121,3921,55.81,0,0,61.3,2,6,8.3,France,Autre,Carte physique,3.0,39.8,0
TX00013122,4796,10.41,15,4,183.6,1,6,2.3,France,E-commerce,Carte physique,3.6,50.5,0
TX00013123,4020,13.34,23,0,198.7,3,5,1.2,France,Voyage,En ligne,4.8,49.5,0
TX00013124,3826,69.4,4,4,24.8,1,6,4.5,France,Alimentaire,Carte physique,5.3,43.2,0
TX00013125,3872,9.31,10,4,62.3,1,2,4.6,France,Restaurant,En ligne,8.4,61.2,0
TX00013126,4674,30.01,23,5,6.5,4,5,10.5,Hors-UE,Restaurant,En ligne,18.9,65.3,1
TX00013127,2466,119.01,20,5,1.3,2,9,0.7,France,Restaurant,En ligne,2.5,48.6,0
TX00013128,2174,165.23,3,1,130.9,1,2,7.3,France,Voyage,Mobile,11.0,54.6,0
TX00013129,4737,49.47,17,6,8.5,1,4,0.7,France,Restaurant,Carte physique,5.1,31.8,0
TX00013130,1217,14.32,3,0,8.0,0,2,3.4,France,Santé,Carte physique,5.5,57.5,0
TX00013131,1798,2.41,8,6,16.7,2,1,20.3,France,Alimentaire,Mobile,4.8,50.1,0
TX00013132,3274,299.56,20,6,235.8,2,3,1.2,France,Alimentaire,Mobile,2.4,33.0,0
TX00013133,3231,32.28,3,1,1.1,0,4,8.9,France,Autre,Carte physique,10.4,84.3,0
TX00013134,3668,254.9,23,6,40.6,2,5,9.6,UE,Alimentaire,En ligne,4.9,47.1,0
TX00013135,4162,30.84,16,5,79.1,1,7,5.7,France,Autre,Sans contact,5.4,39.5,0
TX00013136,3633,142.48,1,4,133.1,3,5,22.0,France,Santé,En ligne,4.5,33.2,0
TX00013137,1494,4562.0,15,3,248.3,1,3,3.1,UE,E-commerce,Carte physique,9.0,30.4,0
TX00013138,4518,250.68,18,3,23.4,3,4,2.9,France,Restaurant,Mobile,8.5,43.7,0
TX00013139,2017,16.92,19,1,86.1,2,4,7.6,France,E-commerce,Sans contact,4.4,35.3,0
TX00013140,3916,166.84,13,2,57.2,1,3,1.8,UE,Autre,Carte physique,1.4,50.9,0
TX00013141,3277,118.5,10,4,20.4,1,3,0.6,France,Autre,Mobile,8.3,65.2,0
TX00013142,1241,175.59,11,2,38.0,2,6,3.9,France,E-commerce,Mobile,1.8,26.8,0
TX00013143,1812,32.52,23,3,75.8,0,3,7.2,France,Voyage,Mobile,1.9,40.7,0
TX00013144,1076,28.66,14,2,48.6,0,2,3.4,France,E-commerce,Sans contact,8.7,19.9,0
TX00013145,3697,39.42,0,5,5.2,1,5,1.1,UE,Santé,Sans contact,6.7,58.0,0
TX00013146,2320,13.98,16,2,162.2,1,1,8.0,France,Restaurant,Mobile,7.0,52.2,0
TX00013147,2533,12.48,3,4,35.3,1,4,3.3,France,Alimentaire,En ligne,4.1,19.9,0
TX00013148,4049,1.07,12,5,89.8,2,4,6.6,France,Alimentaire,Carte physique,3.2,72.8,0
TX00013149,4849,109.44,9,5,9.4,1,2,0.2,France,Santé,En ligne,6.1,73.5,0
TX00013150,3723,11.82,0,1,8.9,1,4,2.4,France,E-commerce,Carte physique,9.1,60.9,0
TX00013151,1197,3.37,17,3,76.1,1,2,3.0,France,E-commerce,Carte physique,4.7,61.5,0
TX00013152,3363,12.38,0,0,6.8,0,1,0.0,France,Station-service,Carte physique,7.7,44.4,0
TX00013153,3918,62.49,3,6,55.1,0,2,1.8,France,Station-service,En ligne,6.3,66.0,0
TX00013154,3778,35.3,6,0,38.9,1,6,4.8,France,E-commerce,En ligne,2.2,51.6,0
TX00013155,1686,122.4,17,1,34.3,0,4,3.0,France,Station-service,Carte physique,15.5,64.2,0
TX00013156,2432,52.64,10,1,69.3,1,9,0.3,Hors-UE,Autre,Carte physique,4.0,52.9,0
TX00013157,4382,184.69,19,3,77.6,0,1,5.4,UE,Restaurant,Mobile,5.2,49.5,0
TX00013158,2021,17.37,22,6,18.2,2,8,0.0,France,Station-service,Carte physique,12.8,,0
TX00013159,2541,76.13,1,6,21.2,0,0,3.4,France,Autre,Carte physique,3.7,,0
TX00013160,2658,16.58,21,5,24.8,2,5,11.5,France,Alimentaire,Sans contact,4.4,,0
TX00013161,4490,79.16,12,0,180.4,1,3,3.0,Hors-UE,Alimentaire,En ligne,10.0,71.4,0
TX00013162,2817,18.22,17,1,37.1,1,3,2.1,Hors-UE,E-commerce,Carte physique,6.5,49.8,0
TX00013163,2900,12.36,18,0,7.6,0,3,0.4,Hors-UE,Santé,Sans contact,5.0,65.4,0
TX00013164,1964,8.92,5,5,65.9,2,2,2.6,France,Restaurant,Carte physique,7.1,44.2,0
TX00013165,1625,6.26,13,6,69.7,2,2,4.9,France,E-commerce,Sans contact,7.6,72.8,0
TX00013166,4362,65.32,5,2,113.5,1,4,0.2,France,Alimentaire,Sans contact,7.5,72.2,0
TX00013167,4644,2.04,15,1,18.3,1,2,6.9,France,Alimentaire,Sans contact,5.8,41.7,0
TX00013168,4311,170.83,10,6,49.7,1,2,4.4,France,Autre,Sans contact,6.4,55.4,0
TX00013169,1950,54.0,6,2,49.6,2,2,1.3,France,Alimentaire,Carte physique,1.8,74.9,0
TX00013170,3009,78.07,13,1,159.5,0,2,5.3,France,Restaurant,En ligne,5.6,38.6,0
TX00013171,1048,25.84,21,2,282.9,0,4,1.1,France,Santé,Carte physique,3.0,30.8,0
TX00013172,1767,52.29,11,2,88.0,0,4,4.3,France,Santé,En ligne,2.1,60.5,0
TX00013173,3373,26.7,5,2,1.2,0,3,0.2,France,Autre,Sans contact,6.3,34.4,0
TX00013174,4703,11.98,18,2,34.1,2,6,7.9,Hors-UE,Restaurant,Mobile,3.3,43.0,0
TX00013175,2749,98.58,12,4,5.7,0,9,8.0,France,E-commerce,Carte physique,9.0,40.5,0
TX00013176,4038,6.93,22,3,6.7,1,5,7.1,France,Autre,Mobile,7.4,42.5,0
TX00013177,2787,32.29,6,0,59.8,0,5,4.7,France,Voyage,Carte physique,11.5,30.0,0
TX00013178,3156,101.56,20,3,423.3,1,6,15.7,UE,Luxe,Mobile,5.9,46.3,0
TX00013179,1014,25.27,23,1,82.3,0,3,3.3,France,Restaurant,Carte physique,5.3,36.1,0
TX00013180,3564,27.25,13,2,23.6,5,4,18.4,Hors-UE,Alimentaire,Mobile,5.7,69.2,1
TX00013181,4684,16.13,9,3,92.6,0,2,6.0,UE,Alimentaire,Carte physique,3.6,53.8,0
TX00013182,2578,36.99,19,3,29.4,1,5,8.4,France,Alimentaire,Carte physique,10.7,71.2,0
TX00013183,4813,3.16,0,4,26.2,1,2,0.1,France,Restaurant,En ligne,8.0,34.4,0
TX00013184,3142,17.0,12,2,97.0,4,4,15.3,France,E-commerce,En ligne,1.0,70.9,0
TX00013185,2700,648.3,14,0,6.4,0,2,3.0,France,Station-service,Carte physique,6.7,47.9,0
TX00013186,2331,38.06,4,2,412.9,1,3,10.8,UE,Restaurant,Carte physique,5.8,37.5,0
TX00013187,3499,13.34,7,6,5.0,2,4,3.6,UE,E-commerce,Sans contact,7.5,40.6,0
TX00013188,3865,53.32,22,2,122.2,0,4,7.6,France,Voyage,Carte physique,9.4,40.3,0
TX00013189,4499,4.47,22,0,15.5,0,3,1.6,France,Alimentaire,Carte physique,12.1,86.2,0
TX00013190,3170,82.17,21,3,192.3,0,4,3.8,France,E-commerce,Sans contact,5.3,32.4,0
TX00013191,2297,22.0,23,0,66.2,0,5,0.1,France,Restaurant,En ligne,9.9,43.8,0
TX00013192,4719,64.21,12,4,96.1,1,7,14.6,France,Restaurant,Carte physique,5.0,65.3,0
TX00013193,2335,79.76,14,3,145.2,4,3,1.9,France,Luxe,En ligne,5.1,27.5,1
TX00013194,1196,11.94,18,1,48.9,3,5,7.6,France,Alimentaire,En ligne,6.8,50.6,0
TX00013195,2743,1.0,4,2,36.8,0,4,1.1,France,E-commerce,Carte physique,4.0,58.2,0
TX00013196,2507,11.31,0,5,1.2,2,3,5.5,France,Restaurant,Carte physique,6.8,61.5,0
TX00013197,4164,31.0,22,3,45.7,1,4,1.2,France,Station-service,En ligne,4.9,27.6,0
TX00013198,2069,118.21,5,6,117.5,0,3,4.0,France,E-commerce,En ligne,8.7,50.9,0
TX00013199,3127,5.05,1,4,76.8,0,5,4.9,UE,Restaurant,Sans contact,7.0,59.9,0
TX00013200,1303,11.09,4,2,93.8,0,3,12.8,UE,Alimentaire,En ligne,4.5,52.1,0
TX00013201,1431,31.77,20,4,35.1,2,6,5.5,UE,E-commerce,Carte physique,2.0,51.7,0
TX00013202,1642,62.69,1,6,96.1,0,6,9.1,France,Luxe,En ligne,4.2,42.4,0
TX00013203,3972,70.57,8,5,1.0,3,7,1.6,France,Alimentaire,Carte physique,4.6,30.5,0
TX00013204,3730,53.24,5,4,10.1,2,3,3.3,France,E-commerce,Carte physique,2.2,44.0,0
TX00013205,4285,26.15,3,1,160.0,1,1,2.8,UE,Station-service,Sans contact,5.3,40.1,0
TX00013206,2657,21.47,9,5,12.9,0,3,,France,E-commerce,En ligne,6.7,45.9,0
TX00013207,3124,2.11,7,5,6.6,2,3,0.2,France,Restaurant,En ligne,3.4,37.7,0
TX00013208,2672,87.55,7,5,213.7,1,3,0.8,France,E-commerce,Sans contact,3.8,69.8,0
TX00013209,3926,34.43,8,0,1.0,0,6,0.2,Hors-UE,Alimentaire,Carte physique,4.2,58.5,0
TX00013210,2034,5.09,0,1,50.4,1,3,5.9,France,Luxe,En ligne,9.3,42.3,0
TX00013211,3796,13.29,1,1,10.0,1,5,4.1,France,Alimentaire,Carte physique,3.8,83.3,0
TX00013212,3227,46.51,15,0,1.0,1,3,0.2,France,E-commerce,Sans contact,13.3,65.2,0
TX00013213,4722,55.89,3,4,68.5,1,2,0.3,France,E-commerce,Carte physique,11.2,67.4,0
TX00013214,4688,9.31,5,4,43.5,3,2,7.0,France,Luxe,En ligne,3.9,55.5,0
TX00013215,2481,10.16,7,0,78.9,1,1,2.3,France,Autre,Sans contact,3.1,40.9,0
TX00013216,3582,39.52,5,6,64.9,0,4,0.3,France,E-commerce,Carte physique,5.2,51.2,0
TX00013217,1789,45.92,4,0,96.1,2,3,2.1,France,Station-service,Carte physique,5.2,78.0,0
TX00013218,4638,36.64,2,4,16.1,3,7,1.1,France,Santé,Carte physique,2.6,54.7,0
TX00013219,2657,31.73,9,2,8.7,3,3,3.4,France,Alimentaire,Carte physique,7.8,38.0,0
TX00013220,3313,4.82,19,6,76.1,2,3,4.6,Hors-UE,Restaurant,Sans contact,17.7,58.0,0
TX00013221,2222,12.52,10,5,55.7,0,5,0.4,UE,Santé,Sans contact,10.9,55.2,0
TX00013222,2986,79.59,10,5,145.7,1,5,0.5,France,Restaurant,Carte physique,4.3,58.6,0
TX00013223,2788,11.48,9,5,85.5,0,5,3.1,France,Voyage,Carte physique,1.4,57.9,0
TX00013224,2829,40.98,1,4,7.6,1,5,7.9,France,Restaurant,Sans contact,8.3,27.1,0
TX00013225,4244,51.98,16,4,19.7,0,2,0.1,UE,Santé,Sans contact,5.3,49.1,0
TX00013226,3019,31.33,18,1,43.3,0,1,9.4,France,Restaurant,En ligne,3.5,61.5,0
TX00013227,4980,12.31,2,4,58.6,2,3,6.7,France,Alimentaire,En ligne,3.0,52.6,0
TX00013228,4318,14.33,13,5,37.9,1,4,1.4,France,Restaurant,Sans contact,4.6,42.2,0
TX00013229,4501,338.54,20,4,15.9,2,3,5.4,France,Autre,Sans contact,5.3,35.9,0
TX00013230,1246,22.06,21,0,10.3,1,8,0.1,UE,Alimentaire,En ligne,3.3,40.3,0
TX00013231,4880,29.74,8,1,11.4,2,4,6.1,France,Alimentaire,Sans contact,10.4,50.1,0
TX00013232,1229,46.74,23,5,2.5,1,5,4.8,UE,Restaurant,Carte physique,3.2,41.2,0
TX00013233,1084,7.23,20,1,109.8,2,4,1.9,France,E-commerce,Carte physique,9.8,65.1,0
TX00013234,3710,1.63,15,3,97.7,2,7,5.1,France,Santé,Sans contact,5.6,72.0,0
TX00013235,3212,107.42,1,3,71.1,3,6,17.5,UE,E-commerce,Carte physique,3.3,51.4,0
TX00013236,3489,34.23,16,4,155.1,1,7,1.5,UE,Alimentaire,Sans contact,5.7,36.5,0
TX00013237,1625,43.01,19,6,67.5,1,4,22.1,France,Alimentaire,Sans contact,3.3,47.9,0
TX00013238,2304,11.66,10,5,13.7,0,7,2.2,France,Restaurant,Carte physique,4.7,60.0,0
TX00013239,4440,9.0,17,0,63.7,0,5,2.1,France,E-commerce,Carte physique,3.0,70.3,0
TX00013240,3141,12.84,18,6,60.4,3,3,2.0,France,E-commerce,Sans contact,4.2,24.1,0
TX00013241,2946,99.05,14,4,90.8,0,2,6.4,France,E-commerce,En ligne,15.7,46.1,0
TX00013242,3724,17.89,10,6,59.9,0,4,1.0,UE,Autre,Sans contact,5.3,22.3,0
TX00013243,4283,726.19,8,1,100.9,2,4,4.5,France,Voyage,Sans contact,2.2,43.2,0
TX00013244,4169,189.7,21,4,37.3,0,4,0.9,France,Alimentaire,En ligne,5.9,40.9,0
TX00013245,2576,42.43,8,0,28.2,1,3,3.3,France,Station-service,En ligne,2.5,57.7,0
TX00013246,3865,29.52,6,0,49.2,2,9,3.0,France,E-commerce,Carte physique,6.9,49.9,0
TX00013247,1518,60.43,23,2,15.2,2,4,1.8,France,Restaurant,Mobile,12.9,64.0,0
TX00013248,3715,5.83,3,0,6.2,2,1,13.1,France,Autre,En ligne,5.6,67.6,0
TX00013249,3466,9060.0,16,3,12.4,1,5,1.9,France,Station-service,Carte physique,3.3,58.5,0
TX00013250,1490,24.19,5,3,42.0,0,6,1.8,UE,E-commerce,Sans contact,8.0,39.9,0
TX00013251,2427,7.56,17,0,373.2,0,2,3.2,France,E-commerce,Sans contact,6.8,68.6,0
TX00013252,4847,53.01,21,6,34.1,1,3,1.8,France,Restaurant,En ligne,4.6,53.1,0
TX00013253,1493,144.07,9,1,164.8,1,4,0.9,France,Autre,En ligne,2.7,54.6,0
TX00013254,2979,80.96,13,5,101.2,2,2,0.3,France,Station-service,Sans contact,6.4,77.4,0
TX00013255,2564,5.49,3,3,2.7,1,1,4.3,France,Station-service,En ligne,4.3,,0
TX00013256,3214,9.87,10,4,10.0,1,6,4.2,France,Alimentaire,Mobile,3.4,50.5,0
TX00013257,1829,8.77,16,6,128.0,1,4,2.1,France,Alimentaire,En ligne,1.6,60.0,0
TX00013258,3844,65.95,9,4,66.4,0,4,5.4,France,Alimentaire,En ligne,3.4,55.8,0
TX00013259,1832,7.0,20,3,99.3,0,3,9.5,France,Autre,En ligne,9.1,64.9,0
TX00013260,4237,80.28,18,4,28.6,1,5,0.2,France,Restaurant,Carte physique,5.9,44.9,0
TX00013261,3775,23.91,6,1,33.5,4,6,0.6,France,Restaurant,En ligne,18.0,23.9,1
TX00013262,2712,102.65,19,6,24.0,1,2,4.4,France,Santé,Carte physique,2.5,40.6,0
TX00013263,2647,59.07,19,2,75.0,0,2,2.9,France,Alimentaire,En ligne,7.1,65.9,0
TX00013264,2688,15.46,15,3,2.9,2,4,2.6,France,Alimentaire,Carte physique,4.6,63.6,0
TX00013265,1360,6.87,20,6,79.0,2,2,13.4,France,E-commerce,En ligne,1.5,62.4,0
TX00013266,3684,34.15,4,5,17.3,1,4,9.6,France,Alimentaire,Carte physique,3.7,30.5,0
TX00013267,1686,50.16,10,2,11.3,1,4,2.8,France,E-commerce,Carte physique,4.5,63.2,0
TX00013268,2077,53.91,11,0,5.5,1,2,,France,Autre,Sans contact,9.1,45.5,0
TX00013269,4780,272.3,17,6,5.2,2,6,1.7,UE,Station-service,En ligne,4.5,68.6,0
TX00013270,4842,297.33,8,0,164.5,0,4,2.6,France,Alimentaire,Carte physique,3.4,57.7,0
TX00013271,2399,17.11,13,3,107.4,0,3,14.5,UE,Alimentaire,Mobile,7.1,78.9,0
TX00013272,4750,4.24,4,6,107.1,0,5,7.6,France,E-commerce,Sans contact,10.5,34.5,0
TX00013273,3563,5.54,3,2,13.0,1,3,6.0,France,Autre,En ligne,15.3,52.1,0
TX00013274,2854,67.69,5,6,27.2,0,4,7.7,France,Alimentaire,Carte physique,3.0,34.3,0
TX00013275,3726,59.79,4,0,175.0,3,4,4.3,UE,Restaurant,Carte physique,1.2,54.2,0
